cash_transaction_id,user_id,transaction_date,transaction_type,amount,transaction_status
C10519,U3506,2026-06-07,Bank Deposit,5000,Approved
C10520,U3506,2026-06-09,Bank Deposit,5000,Approved
C10521,U3506,2026-06-04,Bank Deposit,500,Approved
C10522,U3507,2026-05-11,Bank Deposit,5000,Canceled
C10523,U3507,2026-06-14,Bank Deposit,2500,Approved
C10524,U3510,2026-07-06,Bank Deposit,75000,Approved
C10525,U3510,2026-06-05,Bank Deposit,150000,Approved
C10526,U3510,2026-05-01,Bank Deposit,150000,Approved
C10527,U3510,2026-06-28,Bank Deposit,40000,Approved
C10528,U3510,2026-06-28,Bank Deposit,25000,Approved
C10529,U3511,2026-06-18,Bank Deposit,150000,Approved
C10530,U3511,2026-07-02,Bank Deposit,100000,Approved
C10531,U3511,2026-06-19,Bank Deposit,250000,Approved
C10532,U3511,2026-06-18,Bank Deposit,25000,Approved
C10533,U3511,2026-07-02,Bank Deposit,150000,Approved
C10534,U3514,2026-07-04,Bank Deposit,1000,Approved
C10535,U3517,2026-04-27,Bank Deposit,7500,Approved
C10536,U3517,2026-05-16,Bank Deposit,5000,Approved
C10537,U3517,2026-07-02,Bank Deposit,500,Canceled
C10538,U3520,2026-07-12,Bank Deposit,150000,Canceled
C10539,U3522,2026-07-08,Bank Deposit,1000,Approved
C10540,U3522,2026-06-20,Bank Deposit,500,Approved
C10541,U3522,2026-06-22,Bank Deposit,5000,Approved
C10542,U3527,2026-04-21,Bank Deposit,5000,Canceled
C10543,U3528,2026-06-27,Bank Deposit,25000,Approved
C10544,U3528,2026-06-21,Bank Deposit,40000,Canceled
C10545,U3528,2026-07-03,Bank Deposit,25000,Approved
C10546,U3529,2026-05-20,Bank Deposit,7500,Approved
C10547,U3529,2026-05-30,Bank Deposit,5000,Approved
C10548,U3529,2026-05-21,Bank Deposit,500,Approved
C10549,U3530,2026-07-08,Bank Deposit,1000,Canceled
C10550,U3530,2026-06-09,Bank Deposit,2500,Approved
C10551,U3534,2026-07-09,Bank Deposit,7500,Approved
C10552,U3534,2026-06-30,Bank Deposit,5000,Approved
C10553,U3535,2026-04-13,Bank Deposit,7500,Approved
C10554,U3535,2026-04-20,Bank Deposit,5000,Approved
C10555,U3535,2026-04-18,Bank Deposit,7500,Approved
C10556,U3536,2026-07-12,Bank Deposit,500,Approved
C10557,U3536,2026-07-02,Bank Deposit,500,Approved
C10558,U3537,2026-07-05,Bank Deposit,10000,Approved
C10559,U3537,2026-07-10,Bank Deposit,15000,Approved
C10560,U3538,2026-05-26,Bank Deposit,40000,Approved
C10561,U3539,2026-06-26,Bank Deposit,5000,Approved
C10562,U3539,2026-05-13,Bank Deposit,7500,Approved
C10563,U3539,2026-06-18,Bank Deposit,25000,Approved
C10564,U3540,2026-06-09,Bank Deposit,1000,Approved
C10565,U3540,2026-06-24,Bank Deposit,500,Approved
C10566,U3540,2026-06-07,Bank Deposit,500,Approved
C10567,U3541,2026-05-01,Bank Deposit,40000,Approved
C10568,U3542,2026-06-26,Bank Deposit,7500,Approved
C10569,U3544,2026-06-29,Bank Deposit,40000,Approved
C10570,U3544,2026-05-25,Bank Deposit,15000,Approved
C10571,U3545,2026-04-18,Bank Deposit,25000,Approved
C10572,U3546,2026-06-02,Bank Deposit,5000,Approved
C10573,U3546,2026-07-01,Bank Deposit,1000,Approved
C10574,U3548,2026-06-14,Bank Deposit,40000,Approved
C10575,U3549,2026-05-15,Bank Deposit,5000,Approved
C10576,U3549,2026-06-02,Bank Deposit,2500,Approved
C10577,U3551,2026-07-01,Bank Deposit,1000,Canceled
C10578,U3551,2026-07-13,Bank Deposit,500,Approved
C10579,U3551,2026-07-01,Bank Deposit,500,Canceled
C10580,U3553,2026-07-12,Bank Deposit,150000,Approved
C10581,U3553,2026-06-24,Bank Deposit,40000,Approved
C10582,U3555,2026-06-23,Bank Deposit,10000,Approved
C10583,U3555,2026-06-27,Bank Deposit,15000,Approved
C10584,U3555,2026-06-24,Bank Deposit,25000,Approved
C10585,U3556,2026-07-02,Bank Deposit,1000,Approved
C10586,U3556,2026-07-07,Bank Deposit,1000,Approved
C10587,U3559,2026-07-01,Bank Deposit,40000,Approved
C10588,U3559,2026-07-13,Bank Deposit,150000,Approved
C10589,U3559,2026-07-12,Bank Deposit,250000,Approved
C10590,U3559,2026-07-13,Bank Deposit,40000,Approved
C10591,U3559,2026-07-02,Bank Deposit,25000,Approved
C10592,U3559,2026-07-03,Bank Deposit,40000,Approved
C10593,U3559,2026-07-06,Bank Deposit,100000,Approved
C10594,U3560,2026-07-14,Bank Deposit,40000,Approved
C10595,U3560,2026-07-15,Bank Deposit,10000,Approved
C10596,U3560,2026-07-15,Bank Deposit,5000,Approved
C10597,U3561,2026-05-27,Bank Deposit,5000,Approved
C10598,U3561,2026-05-12,Bank Deposit,1000,Approved
C10599,U3561,2026-05-12,Bank Deposit,2500,Approved
C10600,U3565,2026-07-09,Bank Deposit,7500,Canceled
C10601,U3565,2026-07-12,Bank Deposit,5000,Canceled
C10602,U3566,2026-05-19,Bank Deposit,25000,Approved
C10603,U3566,2026-06-20,Bank Deposit,250000,Approved
C10604,U3566,2026-05-13,Bank Deposit,250000,Approved
C10605,U3568,2026-07-15,Bank Deposit,5000,Approved
C10606,U3568,2026-07-15,Bank Deposit,7500,Approved
C10607,U3569,2026-06-28,Bank Deposit,5000,Approved
C10608,U3569,2026-07-13,Bank Deposit,2500,Approved
C10609,U3569,2026-06-08,Bank Deposit,500,Approved
C10610,U3570,2026-07-04,Bank Deposit,7500,Approved
C10611,U3571,2026-07-06,Bank Deposit,15000,Approved
C10612,U3571,2026-06-22,Bank Deposit,15000,Approved
C10613,U3571,2026-07-06,Bank Deposit,25000,Approved
C10614,U3572,2026-06-23,Bank Deposit,150000,Canceled
C10615,U3572,2026-07-13,Bank Deposit,40000,Canceled
C10616,U3572,2026-05-27,Bank Deposit,40000,Approved
C10617,U3572,2026-05-30,Bank Deposit,250000,Approved
C10618,U3572,2026-05-12,Bank Deposit,75000,Approved
C10619,U3573,2026-07-05,Bank Deposit,5000,Approved
C10620,U3574,2026-07-09,Bank Deposit,40000,Approved
C10621,U3574,2026-07-06,Bank Deposit,5000,Approved
C10622,U3574,2026-07-08,Bank Deposit,10000,Approved
C10623,U3575,2026-07-11,Bank Deposit,75000,Approved
C10624,U3575,2026-07-13,Bank Deposit,75000,Approved
C10625,U3576,2026-07-14,Bank Deposit,25000,Approved
C10626,U3576,2026-07-12,Bank Deposit,25000,Approved
C10627,U3576,2026-07-10,Bank Deposit,40000,Approved
C10628,U3576,2026-07-09,Bank Deposit,15000,Canceled
C10629,U3576,2026-07-12,Bank Deposit,40000,Approved
C10630,U3577,2026-07-08,Bank Deposit,2500,Approved
C10631,U3577,2026-05-24,Bank Deposit,2500,Approved
C10632,U3580,2026-06-14,Bank Deposit,100000,Approved
C10633,U3583,2026-06-11,Bank Deposit,2500,Approved
C10634,U3583,2026-05-14,Bank Deposit,500,Approved
C10635,U3583,2026-05-14,Bank Deposit,500,Approved
C10636,U3584,2026-04-11,Bank Deposit,500,Approved
C10637,U3584,2026-05-26,Bank Deposit,2500,Approved
C10638,U3584,2026-06-20,Bank Deposit,7500,Approved
C10639,U3585,2026-07-14,Bank Deposit,1000,Approved
C10640,U3588,2026-07-15,Bank Deposit,15000,Approved
C10641,U3588,2026-07-05,Bank Deposit,15000,Approved
C10642,U3588,2026-07-09,Bank Deposit,15000,Approved
C10643,U3589,2026-06-21,Bank Deposit,250000,Approved
C10644,U3589,2026-06-29,Bank Deposit,75000,Canceled
C10645,U3590,2026-07-12,Bank Deposit,1000,Approved
C10646,U3590,2026-06-20,Bank Deposit,2500,Approved
C10647,U3591,2026-06-21,Bank Deposit,500,Approved
C10648,U3592,2026-05-16,Bank Deposit,5000,Approved
C10649,U3592,2026-05-16,Bank Deposit,15000,Approved
C10650,U3592,2026-06-19,Bank Deposit,15000,Approved
C10651,U3592,2026-06-20,Bank Deposit,40000,Approved
C10652,U3594,2026-06-28,Bank Deposit,75000,Approved
C10653,U3594,2026-06-10,Bank Deposit,25000,Approved
C10654,U3594,2026-06-17,Bank Deposit,25000,Approved
C10655,U3594,2026-07-11,Bank Deposit,40000,Approved
C10656,U3596,2026-06-23,Bank Deposit,40000,Canceled
C10657,U3596,2026-05-22,Bank Deposit,40000,Canceled
C10658,U3596,2026-05-24,Bank Deposit,5000,Approved
C10659,U3596,2026-05-31,Bank Deposit,15000,Approved
C10660,U3596,2026-06-26,Bank Deposit,15000,Approved
C10661,U3597,2026-07-03,Bank Deposit,7500,Approved
C10662,U3597,2026-07-09,Bank Deposit,1000,Approved
C10663,U3597,2026-07-13,Bank Deposit,500,Approved
C10664,U3598,2026-07-15,Bank Deposit,500,Approved
C10665,U3598,2026-07-14,Bank Deposit,2500,Approved
C10666,U3598,2026-07-14,Bank Deposit,500,Approved
C10667,U3599,2026-07-14,Bank Deposit,5000,Approved
C10668,U3602,2026-06-28,Bank Deposit,500,Approved
C10669,U3602,2026-07-14,Bank Deposit,1000,Approved
C10670,U3602,2026-07-05,Bank Deposit,1000,Approved
C10671,U3603,2026-07-11,Bank Deposit,7500,Approved
C10672,U3603,2026-07-11,Bank Deposit,25000,Approved
C10673,U3603,2026-06-29,Bank Deposit,25000,Approved
C10674,U3604,2026-07-04,Bank Deposit,500,Approved
C10675,U3605,2026-06-18,Bank Deposit,250000,Approved
C10676,U3605,2026-04-26,Bank Deposit,25000,Approved
C10677,U3605,2026-06-10,Bank Deposit,100000,Canceled
C10678,U3605,2026-05-02,Bank Deposit,40000,Approved
C10679,U3606,2026-05-19,Bank Deposit,2500,Approved
C10680,U3606,2026-06-18,Bank Deposit,500,Approved
C10681,U3608,2026-05-02,Bank Deposit,10000,Approved
C10682,U3608,2026-06-27,Bank Deposit,15000,Canceled
C10683,U3608,2026-05-10,Bank Deposit,40000,Approved
C10684,U3608,2026-04-04,Bank Deposit,25000,Approved
C10685,U3610,2026-07-04,Bank Deposit,15000,Approved
C10686,U3610,2026-06-17,Bank Deposit,5000,Approved
C10687,U3610,2026-06-21,Bank Deposit,10000,Approved
C10688,U3611,2026-07-12,Bank Deposit,1000,Approved
C10689,U3611,2026-07-06,Bank Deposit,2500,Approved
C10690,U3611,2026-07-12,Bank Deposit,500,Canceled
C10691,U3614,2026-07-15,Bank Deposit,1000,Approved
C10692,U3614,2026-07-13,Bank Deposit,2500,Approved
C10693,U3614,2026-07-15,Bank Deposit,1000,Approved
C10694,U3615,2026-05-22,Bank Deposit,7500,Approved
C10695,U3615,2026-06-20,Bank Deposit,2500,Approved
C10696,U3615,2026-04-23,Bank Deposit,2500,Approved
C10697,U3616,2026-05-20,Bank Deposit,2500,Approved
C10698,U3616,2026-06-17,Bank Deposit,7500,Approved
C10699,U3616,2026-07-09,Bank Deposit,2500,Canceled
C10700,U3618,2026-07-10,Bank Deposit,7500,Approved
C10701,U3620,2026-04-22,Bank Deposit,40000,Approved
C10702,U3620,2026-04-24,Bank Deposit,250000,Approved
C10703,U3620,2026-05-11,Bank Deposit,75000,Approved
C10704,U3621,2026-07-15,Bank Deposit,7500,Approved
C10705,U3623,2026-06-13,Bank Deposit,10000,Approved
C10706,U3623,2026-06-05,Bank Deposit,10000,Approved
C10707,U3623,2026-05-19,Bank Deposit,15000,Canceled
C10708,U3623,2026-05-09,Bank Deposit,5000,Approved
C10709,U3623,2026-05-23,Bank Deposit,15000,Approved
C10710,U3624,2026-04-26,Bank Deposit,25000,Approved
C10711,U3624,2026-05-30,Bank Deposit,15000,Approved
C10712,U3624,2026-04-25,Bank Deposit,10000,Approved
C10713,U3624,2026-05-14,Bank Deposit,5000,Approved
C10714,U3624,2026-06-26,Bank Deposit,15000,Canceled
C10715,U3629,2026-06-04,Bank Deposit,75000,Approved
C10716,U3629,2026-05-31,Bank Deposit,75000,Approved
C10717,U3629,2026-06-10,Bank Deposit,75000,Approved
C10718,U3629,2026-07-15,Bank Deposit,40000,Approved
C10719,U3629,2026-06-17,Bank Deposit,25000,Approved
C10720,U3629,2026-05-06,Bank Deposit,40000,Approved
C10721,U3630,2026-05-12,Bank Deposit,15000,Approved
C10722,U3630,2026-06-24,Bank Deposit,5000,Approved
C10723,U3634,2026-06-10,Bank Deposit,5000,Approved
C10724,U3634,2026-06-03,Bank Deposit,40000,Approved
C10725,U3635,2026-06-08,Bank Deposit,10000,Approved
C10726,U3635,2026-06-30,Bank Deposit,5000,Approved
C10727,U3635,2026-07-03,Bank Deposit,15000,Approved
C10728,U3635,2026-06-12,Bank Deposit,40000,Approved
C10729,U3635,2026-07-09,Bank Deposit,40000,Approved
C10730,U3636,2026-07-14,Bank Deposit,40000,Approved
C10731,U3636,2026-07-04,Bank Deposit,10000,Approved
C10732,U3636,2026-07-15,Bank Deposit,40000,Approved
C10733,U3636,2026-07-09,Bank Deposit,7500,Approved
C10734,U3640,2026-06-03,Bank Deposit,40000,Approved
C10735,U3640,2026-06-20,Bank Deposit,25000,Approved
C10736,U3640,2026-05-23,Bank Deposit,250000,Canceled
C10737,U3640,2026-06-21,Bank Deposit,250000,Approved
C10738,U3641,2026-06-15,Bank Deposit,5000,Approved
C10739,U3642,2026-07-08,Bank Deposit,5000,Approved
C10740,U3642,2026-05-29,Bank Deposit,2500,Approved
C10741,U3642,2026-06-30,Bank Deposit,500,Approved
C10742,U3643,2026-06-26,Bank Deposit,10000,Approved
C10743,U3643,2026-06-30,Bank Deposit,15000,Canceled
C10744,U3644,2026-06-04,Bank Deposit,25000,Approved
C10745,U3644,2026-07-10,Bank Deposit,7500,Approved
C10746,U3644,2026-05-23,Bank Deposit,40000,Approved
C10747,U3644,2026-05-23,Bank Deposit,7500,Approved
C10748,U3644,2026-06-18,Bank Deposit,5000,Approved
C10749,U3646,2026-07-14,Bank Deposit,40000,Canceled
C10750,U3646,2026-07-08,Bank Deposit,40000,Canceled
C10751,U3647,2026-04-30,Bank Deposit,5000,Approved
C10752,U3647,2026-05-19,Bank Deposit,25000,Approved
C10753,U3647,2026-06-21,Bank Deposit,7500,Canceled
C10754,U3648,2026-05-05,Bank Deposit,2500,Approved
C10755,U3648,2026-07-06,Bank Deposit,2500,Approved
C10756,U3650,2026-06-13,Bank Deposit,40000,Approved
C10757,U3650,2026-07-09,Bank Deposit,40000,Canceled
C10758,U3650,2026-06-22,Bank Deposit,25000,Approved
C10759,U3651,2026-06-15,Bank Deposit,5000,Approved
C10760,U3652,2026-05-31,Bank Deposit,7500,Approved
C10761,U3652,2026-06-12,Bank Deposit,2500,Approved
C10762,U3652,2026-06-21,Bank Deposit,7500,Canceled
C10763,U3654,2026-05-06,Bank Deposit,500,Approved
C10764,U3654,2026-05-13,Bank Deposit,500,Approved
C10765,U3654,2026-06-02,Bank Deposit,5000,Approved
C10766,U3657,2026-04-27,Bank Deposit,7500,Approved
C10767,U3658,2026-07-09,Bank Deposit,1000,Approved
C10768,U3661,2026-06-18,Bank Deposit,5000,Approved
C10769,U3661,2026-06-19,Bank Deposit,15000,Approved
C10770,U3661,2026-06-25,Bank Deposit,5000,Approved
C10771,U3661,2026-07-11,Bank Deposit,15000,Approved
C10772,U3662,2026-07-08,Bank Deposit,7500,Approved
C10773,U3662,2026-07-09,Bank Deposit,7500,Approved
C10774,U3662,2026-07-12,Bank Deposit,500,Approved
C10775,U3665,2026-07-14,Bank Deposit,5000,Approved
C10776,U3667,2026-06-23,Bank Deposit,5000,Approved
C10777,U3667,2026-04-29,Bank Deposit,10000,Approved
C10778,U3667,2026-05-09,Bank Deposit,15000,Approved
C10779,U3668,2026-07-08,Bank Deposit,7500,Approved
C10780,U3668,2026-07-10,Bank Deposit,1000,Approved
C10781,U3669,2026-07-07,Bank Deposit,40000,Approved
C10782,U3669,2026-04-09,Bank Deposit,5000,Approved
C10783,U3670,2026-06-27,Bank Deposit,1000,Approved
C10784,U3670,2026-07-06,Bank Deposit,500,Approved
C10785,U3673,2026-07-07,Bank Deposit,2500,Canceled
C10786,U3673,2026-05-16,Bank Deposit,1000,Approved
C10787,U3674,2026-07-12,Bank Deposit,7500,Approved
C10788,U3675,2026-06-23,Bank Deposit,1000,Approved
C10789,U3678,2026-06-29,Bank Deposit,100000,Approved
C10790,U3678,2026-06-25,Bank Deposit,250000,Approved
C10791,U3678,2026-07-12,Bank Deposit,40000,Canceled
C10792,U3678,2026-06-30,Bank Deposit,150000,Approved
C10793,U3681,2026-06-14,Bank Deposit,25000,Approved
C10794,U3681,2026-06-23,Bank Deposit,75000,Approved
C10795,U3682,2026-07-07,Bank Deposit,75000,Approved
C10796,U3682,2026-06-28,Bank Deposit,150000,Approved
C10797,U3682,2026-07-07,Bank Deposit,250000,Approved
C10798,U3682,2026-07-12,Bank Deposit,150000,Approved
C10799,U3682,2026-06-30,Bank Deposit,150000,Approved
C10800,U3682,2026-07-04,Bank Deposit,250000,Approved
C10801,U3682,2026-07-15,Bank Deposit,150000,Approved
C10802,U3684,2026-06-21,Bank Deposit,2500,Approved
C10803,U3684,2026-07-11,Bank Deposit,7500,Approved
C10804,U3684,2026-05-15,Bank Deposit,7500,Approved
C10805,U3685,2026-06-13,Bank Deposit,25000,Approved
C10806,U3685,2026-06-16,Bank Deposit,25000,Approved
C10807,U3685,2026-06-27,Bank Deposit,10000,Approved
C10808,U3685,2026-07-07,Bank Deposit,25000,Approved
C10809,U3686,2026-06-04,Bank Deposit,150000,Canceled
C10810,U3686,2026-06-06,Bank Deposit,40000,Approved
C10811,U3686,2026-06-10,Bank Deposit,250000,Approved
C10812,U3686,2026-05-22,Bank Deposit,250000,Approved
C10813,U3686,2026-04-27,Bank Deposit,40000,Approved
C10814,U3686,2026-05-29,Bank Deposit,150000,Approved
C10815,U3686,2026-06-14,Bank Deposit,75000,Canceled
C10816,U3687,2026-05-20,Bank Deposit,1000,Approved
C10817,U3687,2026-05-02,Bank Deposit,1000,Approved
C10818,U3688,2026-06-11,Bank Deposit,2500,Approved
C10819,U3688,2026-06-07,Bank Deposit,1000,Approved
C10820,U3688,2026-06-21,Bank Deposit,5000,Approved
C10821,U3690,2026-04-24,Bank Deposit,1000,Approved
C10822,U3690,2026-05-21,Bank Deposit,1000,Canceled
C10823,U3691,2026-07-01,Bank Deposit,2500,Approved
C10824,U3691,2026-06-26,Bank Deposit,2500,Approved
C10825,U3692,2026-05-11,Bank Deposit,25000,Approved
C10826,U3692,2026-05-13,Bank Deposit,15000,Approved
C10827,U3692,2026-07-04,Bank Deposit,7500,Approved
C10828,U3692,2026-07-09,Bank Deposit,10000,Canceled
C10829,U3692,2026-06-17,Bank Deposit,40000,Approved
C10830,U3693,2026-06-13,Bank Deposit,25000,Approved
C10831,U3694,2026-07-10,Bank Deposit,1000,Approved
C10832,U3695,2026-05-01,Bank Deposit,7500,Approved
C10833,U3695,2026-05-09,Bank Deposit,7500,Approved
C10834,U3696,2026-07-02,Bank Deposit,5000,Approved
C10835,U3699,2026-07-06,Bank Deposit,5000,Approved
C10836,U3701,2026-07-15,Bank Deposit,5000,Approved
C10837,U3702,2026-07-14,Bank Deposit,100000,Approved
C10838,U3703,2026-07-13,Bank Deposit,40000,Approved
C10839,U3704,2026-05-29,Bank Deposit,40000,Approved
C10840,U3704,2026-06-16,Bank Deposit,7500,Approved
C10841,U3704,2026-06-05,Bank Deposit,7500,Approved
C10842,U3705,2026-05-27,Bank Deposit,2500,Approved
C10843,U3705,2026-07-11,Bank Deposit,2500,Approved
C10844,U3705,2026-07-06,Bank Deposit,7500,Approved
C10845,U3707,2026-05-10,Bank Deposit,2500,Approved
C10846,U3707,2026-06-12,Bank Deposit,7500,Approved
C10847,U3708,2026-07-01,Bank Deposit,10000,Approved
C10848,U3709,2026-07-13,Bank Deposit,2500,Approved
C10849,U3710,2026-07-03,Bank Deposit,25000,Approved
C10850,U3710,2026-06-01,Bank Deposit,25000,Approved
C10851,U3710,2026-07-02,Bank Deposit,40000,Approved
C10852,U3710,2026-07-07,Bank Deposit,40000,Approved
C10853,U3711,2026-04-21,Bank Deposit,25000,Approved
C10854,U3711,2026-06-01,Bank Deposit,40000,Approved
C10855,U3711,2026-05-14,Bank Deposit,5000,Approved
C10856,U3711,2026-04-28,Bank Deposit,10000,Approved
C10857,U3712,2026-05-23,Bank Deposit,1000,Canceled
C10858,U3712,2026-05-21,Bank Deposit,7500,Approved
C10859,U3714,2026-07-12,Bank Deposit,7500,Canceled
C10860,U3714,2026-06-20,Bank Deposit,15000,Approved
C10861,U3715,2026-04-30,Bank Deposit,25000,Approved
C10862,U3715,2026-06-12,Bank Deposit,7500,Canceled
C10863,U3715,2026-05-28,Bank Deposit,40000,Approved
C10864,U3717,2026-05-24,Bank Deposit,5000,Approved
C10865,U3719,2026-05-04,Bank Deposit,7500,Approved
C10866,U3719,2026-07-12,Bank Deposit,15000,Approved
C10867,U3719,2026-07-06,Bank Deposit,10000,Approved
C10868,U3719,2026-06-11,Bank Deposit,10000,Approved
C10869,U3723,2026-06-28,Bank Deposit,5000,Approved
C10870,U3723,2026-07-07,Bank Deposit,15000,Approved
C10871,U3723,2026-06-30,Bank Deposit,7500,Approved
C10872,U3724,2026-07-15,Bank Deposit,10000,Approved
C10873,U3725,2026-07-13,Bank Deposit,500,Canceled
C10874,U3725,2026-07-15,Bank Deposit,2500,Approved
C10875,U3725,2026-07-11,Bank Deposit,1000,Approved
C10876,U3726,2026-06-29,Bank Deposit,5000,Canceled
C10877,U3726,2026-06-30,Bank Deposit,5000,Approved
C10878,U3726,2026-06-23,Bank Deposit,10000,Canceled
C10879,U3726,2026-07-07,Bank Deposit,40000,Canceled
C10880,U3726,2026-07-09,Bank Deposit,25000,Approved
C10881,U3727,2026-07-05,Bank Deposit,500,Approved
C10882,U3727,2026-04-13,Bank Deposit,5000,Canceled
C10883,U3729,2026-06-04,Bank Deposit,2500,Approved
C10884,U3729,2026-07-09,Bank Deposit,2500,Approved
C10885,U3731,2026-07-15,Bank Deposit,7500,Approved
C10886,U3732,2026-07-12,Bank Deposit,500,Approved
C10887,U3732,2026-07-05,Bank Deposit,1000,Approved
C10888,U3733,2026-06-07,Bank Deposit,2500,Canceled
C10889,U3733,2026-06-14,Bank Deposit,2500,Approved
C10890,U3734,2026-07-07,Bank Deposit,7500,Approved
C10891,U3734,2026-06-07,Bank Deposit,5000,Approved
C10892,U3734,2026-06-12,Bank Deposit,500,Approved
C10893,U3738,2026-06-30,Bank Deposit,15000,Approved
C10894,U3738,2026-06-28,Bank Deposit,7500,Approved
C10895,U3738,2026-06-29,Bank Deposit,10000,Canceled
C10896,U3739,2026-06-07,Bank Deposit,7500,Approved
C10897,U3741,2026-06-18,Bank Deposit,5000,Approved
C10898,U3741,2026-07-03,Bank Deposit,1000,Approved
C10899,U3741,2026-06-19,Bank Deposit,2500,Approved
C10900,U3742,2026-06-28,Bank Deposit,7500,Approved
C10901,U3743,2026-07-12,Bank Deposit,500,Approved
C10902,U3743,2026-07-01,Bank Deposit,7500,Approved
C10903,U3747,2026-07-06,Bank Deposit,40000,Approved
C10904,U3747,2026-06-29,Bank Deposit,25000,Approved
C10905,U3747,2026-07-11,Bank Deposit,5000,Canceled
C10906,U3749,2026-06-27,Bank Deposit,10000,Approved
C10907,U3749,2026-06-03,Bank Deposit,15000,Approved
C10908,U3749,2026-07-09,Bank Deposit,7500,Approved
C10909,U3750,2026-07-03,Bank Deposit,5000,Approved
C10910,U3750,2026-06-28,Bank Deposit,500,Canceled
C10911,U3750,2026-06-26,Bank Deposit,5000,Approved
C10912,U3751,2026-06-13,Bank Deposit,1000,Canceled
C10913,U3755,2026-06-23,Bank Deposit,5000,Approved
C10914,U3755,2026-06-13,Bank Deposit,7500,Approved
C10915,U3755,2026-06-30,Bank Deposit,25000,Approved
C10916,U3756,2026-06-29,Bank Deposit,2500,Approved
C10917,U3757,2026-06-06,Bank Deposit,25000,Approved
C10918,U3757,2026-06-04,Bank Deposit,25000,Approved
C10919,U3757,2026-07-14,Bank Deposit,5000,Approved
C10920,U3757,2026-07-12,Bank Deposit,5000,Approved
C10921,U3757,2026-06-07,Bank Deposit,7500,Approved
C10922,U3758,2026-06-25,Bank Deposit,7500,Approved
C10923,U3758,2026-07-11,Bank Deposit,7500,Approved
C10924,U3758,2026-06-20,Bank Deposit,5000,Approved
C10925,U3759,2026-06-23,Bank Deposit,7500,Approved
C10926,U3759,2026-05-11,Bank Deposit,1000,Approved
C10927,U3759,2026-07-06,Bank Deposit,500,Approved
C10928,U3761,2026-07-06,Bank Deposit,500,Approved
C10929,U3761,2026-05-02,Bank Deposit,500,Approved
C10930,U3766,2026-05-23,Bank Deposit,40000,Approved
C10931,U3766,2026-06-07,Bank Deposit,25000,Approved
C10932,U3766,2026-05-18,Bank Deposit,75000,Approved
C10933,U3766,2026-05-19,Bank Deposit,75000,Approved
C10934,U3766,2026-05-09,Bank Deposit,25000,Approved
C10935,U3766,2026-06-28,Bank Deposit,100000,Approved
C10936,U3766,2026-05-10,Bank Deposit,25000,Approved
C10937,U3767,2026-06-12,Bank Deposit,500,Approved
C10938,U3767,2026-07-09,Bank Deposit,1000,Canceled
C10939,U3768,2026-05-24,Bank Deposit,7500,Approved
C10940,U3768,2026-05-26,Bank Deposit,25000,Approved
C10941,U3769,2026-06-26,Bank Deposit,500,Approved
C10942,U3769,2026-06-21,Bank Deposit,500,Approved
C10943,U3772,2026-05-28,Bank Deposit,15000,Approved
C10944,U3773,2026-05-25,Bank Deposit,150000,Approved
C10945,U3774,2026-07-03,Bank Deposit,40000,Approved
C10946,U3774,2026-07-12,Bank Deposit,7500,Approved
C10947,U3776,2026-05-07,Bank Deposit,7500,Approved
C10948,U3776,2026-07-04,Bank Deposit,500,Approved
C10949,U3776,2026-06-15,Bank Deposit,500,Approved
C10950,U3778,2026-07-09,Bank Deposit,500,Canceled
C10951,U3780,2026-05-12,Bank Deposit,5000,Approved
C10952,U3780,2026-05-14,Bank Deposit,25000,Canceled
C10953,U3780,2026-05-31,Bank Deposit,15000,Canceled
C10954,U3780,2026-07-13,Bank Deposit,25000,Canceled
C10955,U3781,2026-06-21,Bank Deposit,500,Approved
C10956,U3781,2026-06-25,Bank Deposit,7500,Approved
C10957,U3781,2026-05-18,Bank Deposit,500,Approved
C10958,U3782,2026-07-08,Bank Deposit,2500,Approved
C10959,U3782,2026-05-30,Bank Deposit,2500,Approved
C10960,U3783,2026-07-08,Bank Deposit,1000,Approved
C10961,U3783,2026-07-11,Bank Deposit,1000,Approved
C10962,U3784,2026-05-17,Bank Deposit,40000,Approved
C10963,U3784,2026-05-15,Bank Deposit,40000,Canceled
C10964,U3784,2026-04-08,Bank Deposit,7500,Approved
C10965,U3784,2026-07-08,Bank Deposit,7500,Approved
C10966,U3784,2026-05-12,Bank Deposit,25000,Approved
C10967,U3785,2026-05-15,Bank Deposit,25000,Approved
C10968,U3785,2026-04-25,Bank Deposit,150000,Approved
C10969,U3785,2026-05-13,Bank Deposit,25000,Approved
C10970,U3785,2026-06-16,Bank Deposit,100000,Canceled
C10971,U3785,2026-06-03,Bank Deposit,75000,Approved
C10972,U3785,2026-06-20,Bank Deposit,40000,Approved
C10973,U3786,2026-06-06,Bank Deposit,500,Approved
C10974,U3787,2026-06-17,Bank Deposit,7500,Approved
C10975,U3787,2026-06-20,Bank Deposit,7500,Approved
C10976,U3787,2026-05-27,Bank Deposit,5000,Approved
C10977,U3788,2026-07-15,Bank Deposit,7500,Approved
C10978,U3788,2026-07-05,Bank Deposit,2500,Canceled
C10979,U3788,2026-06-25,Bank Deposit,2500,Approved
C10980,U3790,2026-05-07,Bank Deposit,25000,Approved
C10981,U3790,2026-05-30,Bank Deposit,5000,Approved
C10982,U3793,2026-06-18,Bank Deposit,5000,Approved
C10983,U3793,2026-05-19,Bank Deposit,7500,Approved
