transaction_id,user_id,transaction_date,stock_symbol,transaction_type,price,quantity
ST9819,U2096,2026-06-28,ESAC.CA,Buy,0.147,50
ST9820,U2098,2026-06-18,PHDC.CA,Buy,15.127,40
ST9821,U2098,2026-06-10,AMOC.CA,Buy,8.186,40
ST9822,U2099,2026-07-01,AMOC.CA,Buy,7.972,40
ST9823,U2099,2026-06-09,ESAC.CA,Buy,0.145,150
ST9824,U2099,2026-06-11,ARAB.CA,Buy,0.25,40
ST9825,U2099,2026-05-11,ESAC.CA,Buy,0.155,400
ST9826,U2099,2026-07-06,ARAB.CA,Sell,0.243,40
ST9827,U2099,2026-06-03,AMOC.CA,Buy,8.096,10
ST9828,U2100,2026-06-25,PHDC.CA,Buy,14.639,10
ST9829,U2100,2026-06-22,PRMH.CA,Buy,2.75,20
ST9830,U2103,2026-07-09,ARAB.CA,Buy,0.242,500
ST9831,U2103,2026-07-07,AMOC.CA,Buy,7.957,100
ST9832,U2107,2026-06-16,PHDC.CA,Buy,15.053,500
ST9833,U2107,2026-07-12,ARAB.CA,Buy,0.243,50
ST9834,U2107,2026-06-14,PRMH.CA,Buy,2.809,500
ST9835,U2109,2026-07-14,FWRY.CA,Buy,19.896,500
ST9836,U2109,2026-06-30,FWRY.CA,Buy,19.198,200
ST9837,U2115,2026-06-24,ESAC.CA,Buy,0.15,100
ST9838,U2115,2026-05-18,PHDC.CA,Buy,14.749,500
ST9839,U2125,2026-07-15,ARAB.CA,Buy,0.244,50
ST9840,U2125,2026-06-16,FWRY.CA,Buy,19.647,100
ST9841,U2128,2026-07-02,FWRY.CA,Buy,19.734,20
ST9842,U2131,2026-06-14,PRMH.CA,Buy,2.786,10
ST9843,U2131,2026-06-17,AMOC.CA,Buy,8.029,100
ST9844,U2137,2026-07-06,AMOC.CA,Buy,7.883,40
ST9845,U2138,2026-06-15,PHDC.CA,Buy,15.299,500
ST9846,U2138,2026-06-22,PHDC.CA,Buy,14.942,400
ST9847,U2138,2026-06-17,ESAC.CA,Buy,0.155,200
ST9848,U2138,2026-07-01,AMOC.CA,Buy,7.865,10
ST9849,U2138,2026-07-09,ARAB.CA,Buy,0.24,40
ST9850,U2138,2026-06-17,PHDC.CA,Buy,14.611,100
ST9851,U2138,2026-06-09,PHDC.CA,Buy,15.073,200
ST9852,U2138,2026-06-15,PHDC.CA,Buy,14.744,50
ST9853,U2143,2026-05-21,PHDC.CA,Buy,14.969,100
ST9854,U2143,2026-05-31,PHDC.CA,Buy,14.66,100
ST9855,U2146,2026-07-08,ESAC.CA,Buy,0.149,200
ST9856,U2150,2026-06-22,PRMH.CA,Buy,2.783,40
ST9857,U2150,2026-06-02,ARAB.CA,Buy,0.247,500
ST9858,U2150,2026-06-02,PHDC.CA,Buy,14.621,250
ST9859,U2150,2026-06-30,PHDC.CA,Buy,14.965,100
ST9860,U2152,2026-07-01,ARAB.CA,Buy,0.24,200
ST9861,U2153,2026-05-25,PRMH.CA,Buy,2.751,10
ST9862,U2153,2026-05-14,FWRY.CA,Buy,19.818,20
ST9863,U2161,2026-06-15,FWRY.CA,Buy,19.091,200
ST9864,U2161,2026-06-21,AMOC.CA,Buy,7.826,500
ST9865,U2161,2026-07-01,ESAC.CA,Buy,0.149,10
ST9866,U2161,2026-07-09,FWRY.CA,Buy,19.828,10
ST9867,U2161,2026-07-09,PHDC.CA,Buy,14.618,50
ST9868,U2162,2026-06-28,AMOC.CA,Buy,8.259,50
ST9869,U2162,2026-06-28,PHDC.CA,Buy,14.404,50
ST9870,U2162,2026-07-07,ESAC.CA,Buy,0.15,20
ST9871,U2162,2026-06-24,AMOC.CA,Buy,7.819,50
ST9872,U2167,2026-07-09,FWRY.CA,Buy,19.888,500
ST9873,U2172,2026-07-08,FWRY.CA,Buy,19.276,100
ST9874,U2172,2026-07-14,AMOC.CA,Buy,8.064,10
ST9875,U2173,2026-05-20,ARAB.CA,Buy,0.24,50
ST9876,U2182,2026-07-12,AMOC.CA,Buy,7.831,40
ST9877,U2182,2026-07-15,PHDC.CA,Buy,14.79,40
ST9878,U2189,2026-07-15,PRMH.CA,Buy,2.741,500
ST9879,U2189,2026-06-28,ARAB.CA,Buy,0.25,200
ST9880,U2191,2026-07-13,FWRY.CA,Buy,19.166,40
ST9881,U2194,2026-04-28,AMOC.CA,Buy,8.034,60
ST9882,U2194,2026-06-07,PHDC.CA,Buy,15.238,120
ST9883,U2194,2026-06-09,ESAC.CA,Buy,0.146,40
ST9884,U2194,2026-07-02,ARAB.CA,Buy,0.242,400
ST9885,U2197,2026-06-02,ESAC.CA,Buy,0.146,500
ST9886,U2199,2026-07-12,ARAB.CA,Buy,0.254,50
ST9887,U2199,2026-07-02,PHDC.CA,Buy,15.152,50
ST9888,U2199,2026-06-21,PHDC.CA,Buy,14.576,20
ST9889,U2200,2026-06-29,FWRY.CA,Buy,19.354,100
ST9890,U2200,2026-06-21,PRMH.CA,Buy,2.698,500
ST9891,U2200,2026-06-10,PRMH.CA,Sell,2.657,100
ST9892,U2207,2026-04-30,AMOC.CA,Buy,8.241,100
ST9893,U2209,2026-06-10,PHDC.CA,Buy,14.793,60
ST9894,U2209,2026-06-04,ESAC.CA,Buy,0.155,40
ST9895,U2209,2026-07-09,PHDC.CA,Sell,15.032,60
ST9896,U2209,2026-06-15,PRMH.CA,Buy,2.68,500
ST9897,U2216,2026-06-07,AMOC.CA,Buy,8.084,20
ST9898,U2216,2026-06-29,FWRY.CA,Buy,19.086,500
ST9899,U2216,2026-06-03,PHDC.CA,Buy,14.465,500
ST9900,U2219,2026-07-15,PRMH.CA,Buy,2.665,10
ST9901,U2219,2026-06-02,PRMH.CA,Buy,2.662,300
ST9902,U2219,2026-06-29,ESAC.CA,Buy,0.148,200
ST9903,U2219,2026-06-10,ARAB.CA,Buy,0.251,100
ST9904,U2219,2026-06-04,ARAB.CA,Buy,0.238,20
ST9905,U2219,2026-07-02,PRMH.CA,Buy,2.713,100
ST9906,U2221,2026-07-13,ESAC.CA,Buy,0.152,50
ST9907,U2221,2026-06-16,AMOC.CA,Buy,7.83,10
ST9908,U2221,2026-06-04,FWRY.CA,Buy,19.969,50
ST9909,U2221,2026-07-12,PRMH.CA,Buy,2.802,40
ST9910,U2224,2026-06-16,FWRY.CA,Buy,19.961,50
ST9911,U2227,2026-06-25,PRMH.CA,Buy,2.793,100
ST9912,U2227,2026-06-03,FWRY.CA,Buy,19.733,100
ST9913,U2227,2026-06-24,ESAC.CA,Buy,0.146,10
ST9914,U2228,2026-07-09,PHDC.CA,Buy,14.884,500
ST9915,U2230,2026-07-14,PRMH.CA,Buy,2.782,20
ST9916,U2230,2026-07-12,PRMH.CA,Buy,2.828,50
ST9917,U2237,2026-06-29,FWRY.CA,Buy,19.763,20
ST9918,U2237,2026-05-03,ESAC.CA,Buy,0.148,20
ST9919,U2237,2026-04-22,PHDC.CA,Buy,14.947,200
ST9920,U2239,2026-07-13,AMOC.CA,Buy,7.829,20
ST9921,U2241,2026-06-29,ARAB.CA,Buy,0.242,400
ST9922,U2241,2026-06-21,ARAB.CA,Buy,0.249,300
ST9923,U2251,2026-07-06,FWRY.CA,Buy,18.654,10
ST9924,U2252,2026-05-26,PRMH.CA,Buy,2.76,10
ST9925,U2252,2026-06-08,AMOC.CA,Buy,7.895,100
ST9926,U2252,2026-06-09,ARAB.CA,Buy,0.252,50
ST9927,U2258,2026-07-13,PHDC.CA,Buy,14.77,100
ST9928,U2258,2026-07-15,FWRY.CA,Buy,19.494,100
ST9929,U2258,2026-07-15,AMOC.CA,Buy,7.798,20
ST9930,U2258,2026-07-15,ARAB.CA,Buy,0.254,500
ST9931,U2258,2026-07-15,FWRY.CA,Buy,18.704,100
ST9932,U2261,2026-07-09,PRMH.CA,Buy,2.753,200
ST9933,U2261,2026-06-21,PHDC.CA,Buy,14.52,200
ST9934,U2261,2026-07-09,FWRY.CA,Buy,19.919,100
ST9935,U2265,2026-07-14,FWRY.CA,Buy,19.145,20
ST9936,U2265,2026-07-02,ARAB.CA,Buy,0.243,10
ST9937,U2265,2026-06-29,ESAC.CA,Buy,0.151,20
ST9938,U2265,2026-07-12,AMOC.CA,Buy,8.095,40
ST9939,U2268,2026-06-08,ESAC.CA,Buy,0.151,500
ST9940,U2268,2026-07-14,FWRY.CA,Buy,18.657,500
ST9941,U2268,2026-06-28,PHDC.CA,Buy,15.254,10
ST9942,U2268,2026-07-07,ESAC.CA,Buy,0.15,100
ST9943,U2268,2026-07-05,PHDC.CA,Buy,14.597,200
ST9944,U2272,2026-07-05,ARAB.CA,Buy,0.237,200
ST9945,U2272,2026-05-28,ARAB.CA,Buy,0.246,200
ST9946,U2272,2026-06-03,ESAC.CA,Buy,0.147,40
ST9947,U2273,2026-07-12,ARAB.CA,Buy,0.253,10
ST9948,U2273,2026-07-08,AMOC.CA,Buy,7.893,20
ST9949,U2273,2026-06-23,FWRY.CA,Buy,19.6,50
ST9950,U2273,2026-06-21,PRMH.CA,Buy,2.79,500
ST9951,U2273,2026-07-05,ESAC.CA,Buy,0.147,100
ST9952,U2277,2026-06-16,PRMH.CA,Buy,2.787,50
ST9953,U2278,2026-07-12,FWRY.CA,Buy,18.992,500
ST9954,U2278,2026-07-08,PHDC.CA,Buy,15.118,50
ST9955,U2278,2026-07-05,PRMH.CA,Buy,2.658,1000
ST9956,U2278,2026-07-05,PRMH.CA,Sell,2.661,500
ST9957,U2278,2026-06-30,PRMH.CA,Sell,2.707,200
ST9958,U2278,2026-07-05,ARAB.CA,Buy,0.252,100
ST9959,U2280,2026-06-09,AMOC.CA,Buy,8.291,500
ST9960,U2282,2026-07-09,AMOC.CA,Buy,8.293,20
ST9961,U2287,2026-07-08,ARAB.CA,Buy,0.246,200
ST9962,U2287,2026-07-08,ESAC.CA,Buy,0.152,40
ST9963,U2291,2026-07-08,PRMH.CA,Buy,2.772,10
ST9964,U2291,2026-07-15,FWRY.CA,Buy,18.666,50
ST9965,U2301,2026-07-07,PHDC.CA,Buy,14.595,200
ST9966,U2302,2026-07-14,ESAC.CA,Buy,0.154,20
ST9967,U2306,2026-07-14,PHDC.CA,Buy,14.675,50
ST9968,U2306,2026-07-08,AMOC.CA,Buy,8.101,40
ST9969,U2306,2026-06-08,ARAB.CA,Buy,0.243,50
ST9970,U2307,2026-07-05,FWRY.CA,Buy,19.43,20
ST9971,U2307,2026-07-07,ESAC.CA,Buy,0.148,500
ST9972,U2307,2026-06-01,AMOC.CA,Buy,8.293,10
ST9973,U2308,2026-07-15,ARAB.CA,Buy,0.247,10
ST9974,U2311,2026-07-09,ESAC.CA,Buy,0.148,10
ST9975,U2312,2026-07-01,PHDC.CA,Buy,15.267,200
ST9976,U2318,2026-07-12,PHDC.CA,Buy,14.721,10
ST9977,U2323,2026-06-16,PRMH.CA,Buy,2.65,40
ST9978,U2323,2026-07-14,ESAC.CA,Buy,0.148,500
ST9979,U2323,2026-07-08,ARAB.CA,Buy,0.252,40
ST9980,U2323,2026-06-22,ESAC.CA,Buy,0.146,10
ST9981,U2323,2026-06-25,ARAB.CA,Buy,0.243,10
ST9982,U2323,2026-06-10,PRMH.CA,Buy,2.692,100
ST9983,U2323,2026-06-01,ARAB.CA,Sell,0.245,10
ST9984,U2323,2026-06-14,FWRY.CA,Buy,18.695,20
ST9985,U2325,2026-07-09,AMOC.CA,Buy,7.925,10
ST9986,U2325,2026-07-13,ARAB.CA,Buy,0.253,40
ST9987,U2329,2026-07-14,FWRY.CA,Buy,19.955,40
ST9988,U2329,2026-07-01,AMOC.CA,Buy,8.108,100
ST9989,U2329,2026-06-21,PRMH.CA,Buy,2.823,100
ST9990,U2329,2026-07-09,AMOC.CA,Buy,7.999,200
ST9991,U2329,2026-07-13,AMOC.CA,Buy,8.125,100
ST9992,U2330,2026-07-15,AMOC.CA,Buy,8.199,40
ST9993,U2332,2026-06-02,ARAB.CA,Buy,0.244,10
ST9994,U2334,2026-05-24,PRMH.CA,Buy,2.657,200
ST9995,U2344,2026-07-13,PRMH.CA,Buy,2.74,100
ST9996,U2344,2026-06-09,PRMH.CA,Sell,2.649,100
ST9997,U2344,2026-06-14,PRMH.CA,Buy,2.679,600
ST9998,U2344,2026-06-16,ARAB.CA,Buy,0.243,200
ST9999,U2344,2026-07-02,ARAB.CA,Buy,0.253,40
ST10000,U2344,2026-06-03,ESAC.CA,Buy,0.15,20
ST10001,U2347,2026-07-02,ARAB.CA,Buy,0.252,40
ST10002,U2348,2026-07-12,FWRY.CA,Buy,18.816,20
ST10003,U2348,2026-07-15,PRMH.CA,Buy,2.66,20
ST10004,U2348,2026-07-13,AMOC.CA,Buy,7.831,200
ST10005,U2348,2026-06-28,ESAC.CA,Buy,0.15,200
ST10006,U2348,2026-07-13,ARAB.CA,Buy,0.244,10
ST10007,U2349,2026-06-21,PHDC.CA,Buy,14.624,500
ST10008,U2351,2026-07-08,PRMH.CA,Buy,2.708,500
ST10009,U2351,2026-07-07,PHDC.CA,Buy,15.002,40
ST10010,U2351,2026-07-14,ARAB.CA,Buy,0.244,50
ST10011,U2352,2026-05-31,PHDC.CA,Buy,15.092,50
ST10012,U2355,2026-07-09,PRMH.CA,Buy,2.66,500
ST10013,U2355,2026-07-02,PRMH.CA,Buy,2.738,500
ST10014,U2355,2026-07-09,AMOC.CA,Buy,8.083,100
ST10015,U2355,2026-07-09,FWRY.CA,Buy,19.125,50
ST10016,U2359,2026-05-24,FWRY.CA,Buy,19.16,200
ST10017,U2359,2026-05-26,ARAB.CA,Buy,0.244,40
ST10018,U2364,2026-06-30,PHDC.CA,Buy,14.876,200
ST10019,U2364,2026-07-07,AMOC.CA,Buy,8.062,10
ST10020,U2373,2026-05-18,FWRY.CA,Buy,19.876,40
ST10021,U2376,2026-07-02,ESAC.CA,Buy,0.154,10
ST10022,U2376,2026-07-13,PRMH.CA,Buy,2.709,50
ST10023,U2377,2026-07-14,ARAB.CA,Buy,0.248,10
ST10024,U2377,2026-07-14,PRMH.CA,Buy,2.729,500
ST10025,U2377,2026-07-14,PHDC.CA,Buy,14.488,1000
ST10026,U2379,2026-06-22,AMOC.CA,Buy,8.015,1000
ST10027,U2379,2026-05-25,ESAC.CA,Buy,0.146,250
ST10028,U2379,2026-04-27,FWRY.CA,Buy,18.866,50
ST10029,U2379,2026-06-18,PRMH.CA,Buy,2.785,50
ST10030,U2379,2026-04-20,ARAB.CA,Buy,0.241,200
ST10031,U2379,2026-06-04,FWRY.CA,Buy,19.197,100
ST10032,U2386,2026-07-13,AMOC.CA,Buy,8.18,20
ST10033,U2386,2026-07-12,FWRY.CA,Buy,19.716,40
ST10034,U2386,2026-06-30,FWRY.CA,Sell,19.817,40
ST10035,U2386,2026-07-06,AMOC.CA,Sell,8.263,20
ST10036,U2386,2026-06-23,ARAB.CA,Buy,0.25,20
ST10037,U2386,2026-07-12,ESAC.CA,Buy,0.153,500
ST10038,U2388,2026-06-25,FWRY.CA,Buy,19.66,10
ST10039,U2389,2026-07-08,AMOC.CA,Buy,7.788,100
ST10040,U2389,2026-06-29,PHDC.CA,Buy,14.817,100
ST10041,U2393,2026-06-28,PRMH.CA,Buy,2.771,200
ST10042,U2393,2026-07-06,PRMH.CA,Sell,2.681,20
ST10043,U2393,2026-07-14,FWRY.CA,Buy,19.217,100
ST10044,U2393,2026-07-13,ESAC.CA,Buy,0.146,40
ST10045,U2394,2026-06-01,PRMH.CA,Buy,2.81,100
ST10046,U2398,2026-05-19,FWRY.CA,Buy,19.951,400
ST10047,U2399,2026-07-08,FWRY.CA,Buy,19.229,500
ST10048,U2400,2026-07-14,FWRY.CA,Buy,18.813,20
ST10049,U2400,2026-07-12,AMOC.CA,Buy,8.176,10
ST10050,U2400,2026-07-15,PHDC.CA,Buy,15.256,50
ST10051,U2400,2026-07-15,ESAC.CA,Buy,0.151,200
ST10052,U2404,2026-06-07,FWRY.CA,Buy,18.842,20
ST10053,U2412,2026-06-18,ARAB.CA,Buy,0.254,20
ST10054,U2414,2026-07-01,ARAB.CA,Buy,0.249,10
ST10055,U2414,2026-06-04,FWRY.CA,Buy,19.437,50
ST10056,U2414,2026-06-10,ESAC.CA,Buy,0.152,100
ST10057,U2416,2026-06-28,ARAB.CA,Buy,0.24,300
ST10058,U2416,2026-06-23,FWRY.CA,Buy,18.926,20
ST10059,U2418,2026-06-22,PHDC.CA,Buy,14.91,40
ST10060,U2420,2026-05-12,FWRY.CA,Buy,18.985,200
ST10061,U2420,2026-06-17,PRMH.CA,Buy,2.768,100
ST10062,U2422,2026-06-23,ARAB.CA,Buy,0.249,20
ST10063,U2423,2026-07-14,ESAC.CA,Buy,0.146,50
ST10064,U2429,2026-07-12,ESAC.CA,Buy,0.147,10
ST10065,U2429,2026-07-15,PHDC.CA,Buy,15.316,100
ST10066,U2431,2026-07-14,PRMH.CA,Buy,2.741,60
ST10067,U2431,2026-07-09,ESAC.CA,Buy,0.145,100
ST10068,U2431,2026-07-08,FWRY.CA,Buy,19.583,120
ST10069,U2431,2026-07-01,FWRY.CA,Buy,19.18,200
ST10070,U2431,2026-07-13,PHDC.CA,Buy,14.62,50
ST10071,U2431,2026-07-13,ESAC.CA,Buy,0.147,50
ST10072,U2438,2026-06-28,ARAB.CA,Buy,0.245,200
ST10073,U2438,2026-06-17,PHDC.CA,Buy,15.104,100
ST10074,U2438,2026-07-13,ESAC.CA,Buy,0.154,10
ST10075,U2439,2026-06-15,AMOC.CA,Buy,7.977,10
ST10076,U2442,2026-06-21,ARAB.CA,Buy,0.248,40
ST10077,U2442,2026-07-05,ARAB.CA,Buy,0.249,200
ST10078,U2444,2026-07-07,PRMH.CA,Buy,2.67,50
ST10079,U2444,2026-06-28,FWRY.CA,Buy,19.619,50
ST10080,U2444,2026-07-02,PHDC.CA,Buy,14.636,10
ST10081,U2444,2026-06-28,PRMH.CA,Buy,2.725,40
ST10082,U2453,2026-07-12,PRMH.CA,Buy,2.719,500
ST10083,U2453,2026-06-15,ARAB.CA,Buy,0.249,40
ST10084,U2453,2026-07-13,PHDC.CA,Buy,14.426,40
ST10085,U2453,2026-06-09,PRMH.CA,Buy,2.663,100
ST10086,U2453,2026-06-16,PRMH.CA,Buy,2.832,20
ST10087,U2453,2026-06-30,FWRY.CA,Buy,18.969,40
ST10088,U2454,2026-06-30,ARAB.CA,Buy,0.238,20
ST10089,U2454,2026-07-14,ARAB.CA,Buy,0.244,20
ST10090,U2454,2026-07-09,ESAC.CA,Buy,0.154,500
ST10091,U2454,2026-07-02,AMOC.CA,Buy,8.058,500
ST10092,U2454,2026-07-13,AMOC.CA,Sell,7.818,40
ST10093,U2462,2026-07-12,AMOC.CA,Buy,8.263,20
ST10094,U2462,2026-07-09,PRMH.CA,Buy,2.745,40
ST10095,U2464,2026-06-01,FWRY.CA,Buy,19.925,10
ST10096,U2470,2026-06-16,AMOC.CA,Buy,7.973,50
ST10097,U2470,2026-05-04,PHDC.CA,Buy,15.338,200
ST10098,U2476,2026-06-09,ESAC.CA,Buy,0.15,100
ST10099,U2477,2026-07-05,PRMH.CA,Buy,2.651,100
ST10100,U2477,2026-07-12,PHDC.CA,Buy,14.641,100
ST10101,U2479,2026-07-05,PRMH.CA,Buy,2.645,50
ST10102,U2483,2026-06-04,AMOC.CA,Buy,8.146,40
ST10103,U2483,2026-05-19,ARAB.CA,Buy,0.25,500
ST10104,U2487,2026-06-21,FWRY.CA,Buy,19.597,200
ST10105,U2487,2026-07-06,ESAC.CA,Buy,0.147,50
ST10106,U2488,2026-07-02,ARAB.CA,Buy,0.244,50
ST10107,U2488,2026-07-15,PHDC.CA,Buy,14.787,10
ST10108,U2488,2026-06-30,PHDC.CA,Buy,14.967,200
ST10109,U2488,2026-07-09,FWRY.CA,Buy,19.964,50
ST10110,U2488,2026-07-07,ESAC.CA,Buy,0.153,50
ST10111,U2489,2026-06-28,ESAC.CA,Buy,0.149,200
ST10112,U2489,2026-06-28,FWRY.CA,Buy,18.849,500
ST10113,U2491,2026-07-08,ESAC.CA,Buy,0.146,200
ST10114,U2491,2026-06-23,PHDC.CA,Buy,14.815,100
ST10115,U2491,2026-06-30,ARAB.CA,Buy,0.245,600
ST10116,U2491,2026-07-05,ARAB.CA,Buy,0.239,150
ST10117,U2491,2026-07-14,FWRY.CA,Buy,19.782,200
ST10118,U2491,2026-06-14,PHDC.CA,Buy,15.275,50
ST10119,U2492,2026-07-02,PHDC.CA,Buy,14.905,10
ST10120,U2492,2026-06-22,AMOC.CA,Buy,8.149,40
ST10121,U2492,2026-06-07,AMOC.CA,Buy,7.949,10
ST10122,U2492,2026-07-12,PHDC.CA,Buy,15.155,200
ST10123,U2492,2026-06-01,ESAC.CA,Buy,0.155,50
ST10124,U2495,2026-07-14,ESAC.CA,Buy,0.149,200
ST10125,U2495,2026-07-14,ESAC.CA,Buy,0.153,20
ST10126,U2495,2026-07-14,PHDC.CA,Buy,15.088,200
ST10127,U2495,2026-07-13,PHDC.CA,Buy,14.684,500
ST10128,U2495,2026-07-12,AMOC.CA,Buy,8.04,200
ST10129,U2495,2026-07-14,PRMH.CA,Buy,2.799,200
ST10130,U2495,2026-07-14,PHDC.CA,Sell,14.632,100
ST10131,U2495,2026-07-13,ESAC.CA,Sell,0.148,50
ST10132,U2508,2026-07-05,AMOC.CA,Buy,7.825,200
ST10133,U2512,2026-07-14,AMOC.CA,Buy,7.996,20
ST10134,U2512,2026-07-06,PHDC.CA,Buy,14.999,40
ST10135,U2513,2026-07-15,ARAB.CA,Buy,0.246,50
ST10136,U2513,2026-07-09,FWRY.CA,Buy,18.652,200
ST10137,U2516,2026-06-03,PRMH.CA,Buy,2.662,50
ST10138,U2516,2026-07-14,FWRY.CA,Buy,19.748,20
ST10139,U2520,2026-06-09,AMOC.CA,Buy,7.85,500
ST10140,U2520,2026-07-14,AMOC.CA,Sell,8.307,200
ST10141,U2520,2026-04-23,PRMH.CA,Buy,2.707,1500
ST10142,U2520,2026-06-11,PHDC.CA,Buy,15.057,100
ST10143,U2520,2026-06-23,ESAC.CA,Buy,0.15,50
ST10144,U2523,2026-06-25,AMOC.CA,Buy,7.785,100
ST10145,U2523,2026-07-05,FWRY.CA,Buy,18.745,10
ST10146,U2530,2026-06-23,ESAC.CA,Buy,0.148,200
ST10147,U2533,2026-07-15,PHDC.CA,Buy,14.88,40
ST10148,U2535,2026-07-06,PHDC.CA,Buy,15.199,50
ST10149,U2544,2026-05-05,AMOC.CA,Buy,8.078,100
ST10150,U2546,2026-07-08,ARAB.CA,Buy,0.239,40
ST10151,U2551,2026-05-11,ESAC.CA,Buy,0.153,40
ST10152,U2551,2026-05-24,PHDC.CA,Buy,15.292,10
ST10153,U2553,2026-05-25,FWRY.CA,Buy,19.071,10
ST10154,U2556,2026-06-30,ARAB.CA,Buy,0.246,20
ST10155,U2559,2026-06-24,FWRY.CA,Buy,19.838,100
ST10156,U2559,2026-07-09,ARAB.CA,Buy,0.254,20
ST10157,U2570,2026-07-12,FWRY.CA,Buy,19.443,20
ST10158,U2570,2026-05-27,PRMH.CA,Buy,2.808,500
ST10159,U2576,2026-07-14,ARAB.CA,Buy,0.243,20
ST10160,U2576,2026-07-14,PRMH.CA,Buy,2.646,200
ST10161,U2576,2026-07-07,PRMH.CA,Buy,2.737,20
ST10162,U2576,2026-07-05,PRMH.CA,Buy,2.835,200
ST10163,U2576,2026-07-15,ESAC.CA,Buy,0.149,100
ST10164,U2576,2026-07-14,AMOC.CA,Buy,7.819,50
ST10165,U2580,2026-06-28,FWRY.CA,Buy,18.735,20
ST10166,U2580,2026-05-27,ESAC.CA,Buy,0.148,10
ST10167,U2585,2026-05-27,PHDC.CA,Buy,15.05,100
ST10168,U2585,2026-06-24,PHDC.CA,Buy,14.502,20
ST10169,U2591,2026-07-14,FWRY.CA,Buy,19.121,20
ST10170,U2608,2026-06-09,ESAC.CA,Buy,0.152,20
ST10171,U2608,2026-07-01,FWRY.CA,Buy,19.785,200
ST10172,U2608,2026-06-29,ESAC.CA,Sell,0.152,20
ST10173,U2608,2026-07-13,FWRY.CA,Buy,19.161,100
ST10174,U2612,2026-07-06,PHDC.CA,Buy,14.411,40
ST10175,U2612,2026-06-30,FWRY.CA,Buy,18.829,10
ST10176,U2613,2026-05-04,PRMH.CA,Buy,2.827,200
ST10177,U2613,2026-05-26,PRMH.CA,Buy,2.801,10
ST10178,U2619,2026-06-25,ARAB.CA,Buy,0.243,100
ST10179,U2619,2026-06-11,AMOC.CA,Buy,7.782,100
ST10180,U2619,2026-06-29,AMOC.CA,Buy,8.324,50
ST10181,U2619,2026-06-25,PHDC.CA,Buy,15.234,50
ST10182,U2620,2026-05-20,ESAC.CA,Buy,0.149,10
ST10183,U2628,2026-07-07,ARAB.CA,Buy,0.25,10
ST10184,U2628,2026-07-07,PHDC.CA,Buy,15.358,500
ST10185,U2628,2026-07-15,ESAC.CA,Buy,0.153,50
ST10186,U2629,2026-06-22,ARAB.CA,Buy,0.243,50
ST10187,U2629,2026-04-12,PRMH.CA,Buy,2.653,60
ST10188,U2629,2026-06-16,FWRY.CA,Buy,19.157,40
ST10189,U2632,2026-06-30,ESAC.CA,Buy,0.154,200
ST10190,U2633,2026-07-01,ARAB.CA,Buy,0.246,20
ST10191,U2633,2026-07-09,AMOC.CA,Buy,8.324,50
ST10192,U2636,2026-06-15,PRMH.CA,Buy,2.719,500
ST10193,U2642,2026-06-21,AMOC.CA,Buy,7.885,40
ST10194,U2642,2026-06-09,ESAC.CA,Buy,0.153,100
ST10195,U2643,2026-06-29,PRMH.CA,Buy,2.682,20
ST10196,U2643,2026-07-15,ARAB.CA,Buy,0.24,500
ST10197,U2646,2026-06-25,ESAC.CA,Buy,0.153,200
ST10198,U2646,2026-07-01,FWRY.CA,Buy,19.03,20
ST10199,U2647,2026-07-13,AMOC.CA,Buy,8.219,100
ST10200,U2650,2026-04-30,AMOC.CA,Buy,7.8,100
ST10201,U2650,2026-06-11,ESAC.CA,Buy,0.146,10
ST10202,U2658,2026-06-11,FWRY.CA,Buy,18.905,20
ST10203,U2661,2026-07-13,AMOC.CA,Buy,7.917,50
ST10204,U2661,2026-07-13,AMOC.CA,Buy,8.129,20
ST10205,U2663,2026-06-07,PHDC.CA,Buy,14.47,100
ST10206,U2663,2026-06-14,PRMH.CA,Buy,2.748,200
ST10207,U2669,2026-07-07,PRMH.CA,Buy,2.678,20
ST10208,U2669,2026-07-06,ARAB.CA,Buy,0.239,200
ST10209,U2669,2026-07-05,ARAB.CA,Sell,0.251,10
ST10210,U2669,2026-07-07,AMOC.CA,Buy,8.21,100
ST10211,U2670,2026-06-22,PHDC.CA,Buy,15.024,40
ST10212,U2670,2026-06-29,ESAC.CA,Buy,0.152,500
ST10213,U2670,2026-07-06,AMOC.CA,Buy,8.036,10
ST10214,U2670,2026-07-14,PRMH.CA,Buy,2.7,500
ST10215,U2670,2026-06-14,AMOC.CA,Buy,7.915,500
ST10216,U2672,2026-07-15,PHDC.CA,Buy,14.546,50
ST10217,U2672,2026-07-05,PHDC.CA,Buy,15.161,50
ST10218,U2674,2026-06-23,AMOC.CA,Buy,8.082,200
ST10219,U2674,2026-06-21,PRMH.CA,Buy,2.745,20
ST10220,U2678,2026-06-18,AMOC.CA,Buy,7.876,10
ST10221,U2682,2026-06-09,AMOC.CA,Buy,7.783,100
ST10222,U2682,2026-04-29,PRMH.CA,Buy,2.74,10
ST10223,U2682,2026-05-17,PRMH.CA,Buy,2.817,40
ST10224,U2682,2026-05-24,ARAB.CA,Buy,0.244,40
ST10225,U2682,2026-05-24,ESAC.CA,Buy,0.147,100
ST10226,U2682,2026-06-25,AMOC.CA,Buy,7.841,40
ST10227,U2683,2026-06-09,AMOC.CA,Buy,7.84,20
ST10228,U2683,2026-06-15,PRMH.CA,Buy,2.726,10
