order_id,user_id,order_date,stock_symbol,order_type,order_status,price,quantity
O7772,U3496,2026-07-14,PRMH.CA,Buy,Completed,2.764,200
O7773,U3496,2026-06-23,ESAC.CA,Buy,Active,0.148,500
O7774,U3496,2026-07-05,PHDC.CA,Buy,Completed,15.01,500
O7775,U3496,2026-07-01,PRMH.CA,Buy,Completed,2.757,100
O7776,U3496,2026-06-02,ESAC.CA,Buy,Completed,0.15,10
O7777,U3502,2026-07-12,ARAB.CA,Buy,Active,0.254,500
O7778,U3502,2026-07-12,PHDC.CA,Buy,Completed,14.945,10
O7779,U3505,2026-05-28,ARAB.CA,Buy,Completed,0.245,10
O7780,U3510,2026-04-29,PHDC.CA,Buy,Completed,14.869,20
O7781,U3510,2026-05-31,FWRY.CA,Buy,Completed,18.887,200
O7782,U3510,2026-06-28,PRMH.CA,Buy,Completed,2.764,200
O7783,U3510,2026-05-04,ARAB.CA,Buy,Completed,0.249,20
O7784,U3510,2026-06-01,PHDC.CA,Sell,Active,14.604,10
O7785,U3510,2026-06-28,AMOC.CA,Buy,Active,7.812,500
O7786,U3510,2026-05-24,ESAC.CA,Buy,Completed,0.146,250
O7787,U3510,2026-04-23,PRMH.CA,Buy,Active,2.694,2500
O7788,U3510,2026-05-11,ESAC.CA,Sell,Completed,0.155,500
O7789,U3510,2026-06-22,PHDC.CA,Buy,Completed,14.881,300
O7790,U3510,2026-05-25,PRMH.CA,Buy,Completed,2.797,300
O7791,U3511,2026-06-10,AMOC.CA,Buy,Active,8.253,500
O7792,U3511,2026-06-11,PRMH.CA,Buy,Active,2.758,50
O7793,U3511,2026-07-15,PRMH.CA,Buy,Completed,2.758,40
O7794,U3511,2026-07-14,PHDC.CA,Buy,Active,15.014,200
O7795,U3511,2026-07-12,FWRY.CA,Buy,Completed,19.962,500
O7796,U3511,2026-05-26,PHDC.CA,Buy,Canceled,15.006,300
O7797,U3511,2026-05-28,PRMH.CA,Buy,Active,2.7,10
O7798,U3511,2026-06-02,PHDC.CA,Buy,Completed,15.023,100
O7799,U3512,2026-07-13,ARAB.CA,Buy,Completed,0.244,100
O7800,U3515,2026-07-05,ARAB.CA,Buy,Completed,0.242,200
O7801,U3515,2026-07-08,AMOC.CA,Buy,Completed,8.058,100
O7802,U3515,2026-07-13,PHDC.CA,Buy,Active,15.112,100
O7803,U3515,2026-07-02,FWRY.CA,Buy,Completed,18.788,20
O7804,U3515,2026-07-15,PRMH.CA,Buy,Completed,2.781,10
O7805,U3515,2026-07-15,FWRY.CA,Buy,Completed,19.331,500
O7806,U3522,2026-07-14,AMOC.CA,Buy,Canceled,8.023,500
O7807,U3522,2026-07-08,PHDC.CA,Buy,Canceled,15.258,500
O7808,U3522,2026-06-25,PRMH.CA,Buy,Canceled,2.8,10
O7809,U3523,2026-06-08,PHDC.CA,Buy,Canceled,15.162,10
O7810,U3523,2026-05-12,FWRY.CA,Buy,Active,19.896,500
O7811,U3523,2026-05-20,PHDC.CA,Buy,Active,14.88,10
O7812,U3523,2026-07-09,ESAC.CA,Buy,Completed,0.145,40
O7813,U3524,2026-05-04,PHDC.CA,Buy,Completed,15.299,200
O7814,U3524,2026-05-31,PRMH.CA,Buy,Completed,2.806,40
O7815,U3524,2026-07-13,PHDC.CA,Buy,Active,14.835,200
O7816,U3524,2026-06-02,PHDC.CA,Buy,Completed,15.321,20
O7817,U3540,2026-06-25,AMOC.CA,Buy,Active,8.184,10
O7818,U3540,2026-07-14,ESAC.CA,Buy,Completed,0.145,40
O7819,U3541,2026-05-21,FWRY.CA,Buy,Completed,19.512,20
O7820,U3541,2026-07-08,AMOC.CA,Buy,Completed,8.206,10
O7821,U3542,2026-05-06,AMOC.CA,Buy,Canceled,7.841,20
O7822,U3542,2026-05-17,AMOC.CA,Buy,Completed,7.901,500
O7823,U3542,2026-04-30,ESAC.CA,Buy,Completed,0.152,10
O7824,U3545,2026-07-07,PHDC.CA,Buy,Active,14.672,20
O7825,U3545,2026-06-07,AMOC.CA,Buy,Completed,7.811,500
O7826,U3545,2026-07-14,ARAB.CA,Buy,Completed,0.247,50
O7827,U3545,2026-04-13,PRMH.CA,Buy,Canceled,2.702,20
O7828,U3545,2026-04-14,AMOC.CA,Buy,Completed,8.073,20
O7829,U3545,2026-06-23,FWRY.CA,Buy,Active,18.63,100
O7830,U3545,2026-05-10,FWRY.CA,Buy,Completed,19.115,10
O7831,U3545,2026-05-05,AMOC.CA,Buy,Active,8.156,50
O7832,U3545,2026-04-30,ESAC.CA,Buy,Completed,0.15,10
O7833,U3545,2026-07-09,AMOC.CA,Buy,Canceled,8.027,20
O7834,U3545,2026-06-09,FWRY.CA,Sell,Active,19.836,40
O7835,U3548,2026-07-09,ARAB.CA,Buy,Completed,0.243,100
O7836,U3550,2026-06-30,ARAB.CA,Buy,Completed,0.251,40
O7837,U3550,2026-06-18,PHDC.CA,Buy,Completed,14.866,40
O7838,U3550,2026-05-25,PRMH.CA,Buy,Completed,2.708,100
O7839,U3550,2026-06-23,AMOC.CA,Buy,Completed,8.061,20
O7840,U3552,2026-07-14,PHDC.CA,Buy,Completed,15.297,20
O7841,U3552,2026-07-05,PHDC.CA,Buy,Completed,14.561,500
O7842,U3552,2026-05-13,PRMH.CA,Buy,Completed,2.691,50
O7843,U3552,2026-05-10,ARAB.CA,Buy,Active,0.244,40
O7844,U3552,2026-05-04,FWRY.CA,Buy,Completed,18.897,100
O7845,U3552,2026-06-10,FWRY.CA,Buy,Active,18.89,500
O7846,U3553,2026-07-14,ARAB.CA,Buy,Completed,0.247,100
O7847,U3553,2026-07-15,FWRY.CA,Buy,Canceled,19.294,10
O7848,U3555,2026-07-08,PHDC.CA,Buy,Completed,14.713,100
O7849,U3555,2026-06-17,FWRY.CA,Buy,Completed,18.681,200
O7850,U3561,2026-06-28,FWRY.CA,Buy,Completed,19.426,500
O7851,U3561,2026-05-21,FWRY.CA,Buy,Completed,18.915,50
O7852,U3561,2026-06-08,ARAB.CA,Buy,Canceled,0.239,50
O7853,U3566,2026-05-17,ESAC.CA,Buy,Completed,0.154,500
O7854,U3566,2026-05-12,ARAB.CA,Buy,Completed,0.247,300
O7855,U3568,2026-07-12,FWRY.CA,Buy,Completed,19.765,10
O7856,U3568,2026-07-13,ARAB.CA,Buy,Completed,0.242,200
O7857,U3572,2026-06-25,AMOC.CA,Buy,Completed,7.93,100
O7858,U3572,2026-07-05,AMOC.CA,Buy,Canceled,8.098,200
O7859,U3572,2026-07-12,PHDC.CA,Buy,Active,14.634,2500
O7860,U3572,2026-06-24,PHDC.CA,Buy,Completed,15.36,1500
O7861,U3573,2026-06-28,PHDC.CA,Buy,Active,15.241,500
O7862,U3573,2026-07-12,FWRY.CA,Buy,Active,19.222,200
O7863,U3573,2026-07-15,ESAC.CA,Buy,Completed,0.153,200
O7864,U3573,2026-07-12,FWRY.CA,Buy,Completed,18.768,40
O7865,U3576,2026-07-12,PRMH.CA,Buy,Completed,2.722,200
O7866,U3580,2026-07-05,AMOC.CA,Buy,Active,7.861,100
O7867,U3585,2026-06-30,ARAB.CA,Buy,Active,0.248,200
O7868,U3585,2026-06-25,ESAC.CA,Buy,Canceled,0.154,10
O7869,U3585,2026-06-15,AMOC.CA,Buy,Canceled,7.806,50
O7870,U3585,2026-06-02,ESAC.CA,Buy,Active,0.149,20
O7871,U3586,2026-06-08,FWRY.CA,Buy,Completed,19.254,100
O7872,U3588,2026-06-15,PHDC.CA,Buy,Canceled,14.424,100
O7873,U3588,2026-05-26,ARAB.CA,Buy,Completed,0.254,500
O7874,U3588,2026-06-14,AMOC.CA,Buy,Canceled,8.08,40
O7875,U3588,2026-05-28,PRMH.CA,Buy,Completed,2.716,200
O7876,U3589,2026-06-15,PRMH.CA,Buy,Completed,2.689,20
O7877,U3589,2026-06-17,PHDC.CA,Buy,Completed,15.082,20
O7878,U3594,2026-07-05,AMOC.CA,Buy,Canceled,7.991,40
O7879,U3594,2026-05-11,ARAB.CA,Buy,Completed,0.242,2500
O7880,U3594,2026-05-13,ARAB.CA,Sell,Completed,0.249,10
O7881,U3594,2026-04-29,PHDC.CA,Buy,Active,14.987,100
O7882,U3594,2026-06-25,PHDC.CA,Buy,Completed,15.357,100
O7883,U3594,2026-05-18,AMOC.CA,Buy,Active,7.854,500
O7884,U3594,2026-05-05,ARAB.CA,Sell,Active,0.248,40
O7885,U3594,2026-07-14,PRMH.CA,Buy,Completed,2.814,40
O7886,U3594,2026-06-10,FWRY.CA,Buy,Completed,19.316,200
O7887,U3594,2026-07-14,ARAB.CA,Buy,Completed,0.238,40
O7888,U3594,2026-06-29,FWRY.CA,Buy,Completed,19.519,60
O7889,U3596,2026-05-21,ESAC.CA,Buy,Active,0.15,200
O7890,U3596,2026-05-14,ESAC.CA,Buy,Active,0.146,500
O7891,U3596,2026-07-01,ARAB.CA,Buy,Completed,0.244,50
O7892,U3596,2026-06-23,PHDC.CA,Buy,Active,14.734,200
O7893,U3596,2026-05-21,ESAC.CA,Buy,Canceled,0.145,500
O7894,U3600,2026-07-14,PRMH.CA,Buy,Completed,2.735,20
O7895,U3602,2026-07-07,ARAB.CA,Buy,Active,0.241,10
O7896,U3602,2026-07-14,PHDC.CA,Buy,Active,15.212,200
O7897,U3602,2026-07-15,PHDC.CA,Buy,Completed,14.466,100
O7898,U3606,2026-07-12,ARAB.CA,Buy,Completed,0.244,200
O7899,U3606,2026-06-15,PRMH.CA,Buy,Active,2.725,500
O7900,U3613,2026-06-07,PRMH.CA,Buy,Completed,2.751,40
O7901,U3613,2026-06-15,PHDC.CA,Buy,Completed,14.958,200
O7902,U3613,2026-07-02,PRMH.CA,Buy,Completed,2.795,40
O7903,U3618,2026-06-30,ESAC.CA,Buy,Completed,0.15,500
O7904,U3618,2026-06-07,FWRY.CA,Buy,Completed,19.174,100
O7905,U3618,2026-06-07,ESAC.CA,Buy,Completed,0.154,40
O7906,U3618,2026-06-09,ARAB.CA,Buy,Completed,0.238,500
O7907,U3618,2026-07-12,PRMH.CA,Buy,Active,2.746,500
O7908,U3618,2026-06-14,AMOC.CA,Buy,Active,7.976,40
O7909,U3620,2026-07-09,AMOC.CA,Buy,Completed,8.126,10
O7910,U3620,2026-04-16,FWRY.CA,Buy,Canceled,18.667,1000
O7911,U3620,2026-06-25,PRMH.CA,Buy,Completed,2.651,40
O7912,U3620,2026-05-14,ESAC.CA,Buy,Active,0.147,40
O7913,U3620,2026-05-17,ESAC.CA,Buy,Completed,0.148,10
O7914,U3620,2026-04-13,FWRY.CA,Buy,Completed,19.244,20
O7915,U3620,2026-07-15,PHDC.CA,Buy,Completed,15.212,100
O7916,U3620,2026-05-13,ESAC.CA,Buy,Active,0.152,1500
O7917,U3620,2026-07-02,PHDC.CA,Sell,Completed,15.19,40
O7918,U3620,2026-06-25,PHDC.CA,Buy,Active,14.338,20
O7919,U3627,2026-07-07,ESAC.CA,Buy,Completed,0.154,50
O7920,U3627,2026-06-02,ESAC.CA,Sell,Completed,0.151,20
O7921,U3627,2026-06-02,PHDC.CA,Buy,Completed,14.873,40
O7922,U3627,2026-06-07,ESAC.CA,Buy,Completed,0.15,100
O7923,U3627,2026-05-06,ESAC.CA,Buy,Active,0.145,100
O7924,U3627,2026-05-12,PHDC.CA,Sell,Active,15.055,100
O7925,U3627,2026-04-22,AMOC.CA,Buy,Completed,8.268,20
O7926,U3628,2026-07-06,AMOC.CA,Buy,Active,7.835,10
O7927,U3628,2026-07-09,ESAC.CA,Buy,Completed,0.146,100
O7928,U3628,2026-06-15,PHDC.CA,Buy,Active,15.283,500
O7929,U3633,2026-07-14,AMOC.CA,Buy,Completed,8.327,50
O7930,U3634,2026-06-21,AMOC.CA,Buy,Active,7.928,40
O7931,U3634,2026-07-02,ARAB.CA,Buy,Canceled,0.245,40
O7932,U3634,2026-06-30,AMOC.CA,Buy,Completed,8.004,100
O7933,U3634,2026-07-05,ARAB.CA,Buy,Canceled,0.247,200
O7934,U3634,2026-06-03,PRMH.CA,Buy,Completed,2.667,50
O7935,U3635,2026-06-18,PHDC.CA,Buy,Completed,15.039,20
O7936,U3635,2026-06-28,FWRY.CA,Buy,Canceled,18.689,10
O7937,U3635,2026-06-28,ARAB.CA,Buy,Completed,0.246,50
O7938,U3637,2026-07-12,AMOC.CA,Buy,Completed,8.119,200
O7939,U3640,2026-07-06,FWRY.CA,Buy,Completed,18.695,10
O7940,U3640,2026-06-15,FWRY.CA,Buy,Completed,19.033,200
O7941,U3640,2026-05-24,ARAB.CA,Buy,Completed,0.249,300
O7942,U3640,2026-05-24,ARAB.CA,Buy,Active,0.249,200
O7943,U3640,2026-05-25,ESAC.CA,Buy,Active,0.155,500
O7944,U3642,2026-07-07,AMOC.CA,Buy,Active,8.147,100
O7945,U3642,2026-06-09,PHDC.CA,Buy,Canceled,14.614,10
O7946,U3653,2026-07-13,PRMH.CA,Buy,Completed,2.672,100
O7947,U3653,2026-07-13,AMOC.CA,Buy,Canceled,8.126,20
O7948,U3653,2026-06-29,PRMH.CA,Buy,Active,2.736,20
O7949,U3657,2026-06-08,PHDC.CA,Buy,Completed,14.569,500
O7950,U3657,2026-06-14,PRMH.CA,Buy,Active,2.74,200
O7951,U3660,2026-07-09,AMOC.CA,Buy,Completed,8.218,50
O7952,U3660,2026-06-14,PHDC.CA,Buy,Completed,14.47,500
O7953,U3660,2026-05-25,ESAC.CA,Buy,Completed,0.148,200
O7954,U3660,2026-05-25,AMOC.CA,Buy,Completed,8.033,20
O7955,U3660,2026-05-07,ESAC.CA,Sell,Completed,0.154,100
O7956,U3660,2026-05-27,ESAC.CA,Buy,Active,0.15,200
O7957,U3661,2026-07-05,PHDC.CA,Buy,Active,14.667,100
O7958,U3663,2026-07-06,PHDC.CA,Buy,Completed,14.834,20
O7959,U3663,2026-07-05,PRMH.CA,Buy,Active,2.804,40
O7960,U3663,2026-07-14,AMOC.CA,Buy,Completed,8.263,50
O7961,U3666,2026-05-24,ARAB.CA,Buy,Completed,0.252,10
O7962,U3666,2026-06-07,PHDC.CA,Buy,Completed,14.988,10
O7963,U3667,2026-07-15,FWRY.CA,Buy,Completed,18.806,20
O7964,U3667,2026-05-11,AMOC.CA,Buy,Completed,7.918,100
O7965,U3667,2026-06-03,ARAB.CA,Buy,Completed,0.243,500
O7966,U3667,2026-06-02,PHDC.CA,Buy,Active,15.281,40
O7967,U3667,2026-05-19,AMOC.CA,Buy,Completed,8.141,20
O7968,U3667,2026-06-28,AMOC.CA,Buy,Completed,7.986,500
O7969,U3667,2026-05-04,ARAB.CA,Buy,Completed,0.252,50
O7970,U3681,2026-07-01,AMOC.CA,Buy,Completed,7.799,60
O7971,U3681,2026-06-24,FWRY.CA,Buy,Active,19.586,100
O7972,U3681,2026-06-10,PRMH.CA,Buy,Active,2.677,200
O7973,U3681,2026-07-02,PHDC.CA,Buy,Completed,14.49,40
O7974,U3681,2026-07-05,ARAB.CA,Buy,Completed,0.241,10
O7975,U3681,2026-06-15,ARAB.CA,Buy,Canceled,0.238,200
O7976,U3681,2026-07-01,ARAB.CA,Buy,Completed,0.253,200
O7977,U3681,2026-06-07,PHDC.CA,Buy,Completed,15.009,40
O7978,U3681,2026-06-15,ESAC.CA,Buy,Active,0.148,200
O7979,U3681,2026-07-08,ESAC.CA,Buy,Completed,0.15,40
O7980,U3681,2026-07-02,FWRY.CA,Buy,Completed,19.748,20
O7981,U3685,2026-07-05,FWRY.CA,Buy,Completed,19.586,20
O7982,U3685,2026-07-02,AMOC.CA,Buy,Canceled,8.125,20
O7983,U3685,2026-07-08,AMOC.CA,Buy,Active,7.961,200
O7984,U3685,2026-07-14,PHDC.CA,Buy,Completed,15.355,20
O7985,U3685,2026-07-07,PHDC.CA,Buy,Active,14.61,200
O7986,U3686,2026-04-20,PRMH.CA,Buy,Active,2.658,50
O7987,U3686,2026-05-06,PRMH.CA,Buy,Canceled,2.659,500
O7988,U3686,2026-05-05,PHDC.CA,Buy,Completed,14.52,200
O7989,U3686,2026-05-19,ARAB.CA,Buy,Completed,0.246,1000
O7990,U3686,2026-06-25,AMOC.CA,Buy,Completed,8.121,40
O7991,U3686,2026-05-28,AMOC.CA,Buy,Active,8.063,1000
O7992,U3686,2026-05-04,ESAC.CA,Buy,Completed,0.154,500
O7993,U3686,2026-06-15,ARAB.CA,Buy,Completed,0.245,50
O7994,U3686,2026-07-08,FWRY.CA,Buy,Completed,19.034,50
O7995,U3690,2026-04-30,AMOC.CA,Buy,Completed,8.177,100
O7996,U3690,2026-07-09,ESAC.CA,Buy,Active,0.151,500
O7997,U3691,2026-07-12,PRMH.CA,Buy,Completed,2.75,500
O7998,U3692,2026-06-04,PRMH.CA,Buy,Completed,2.775,20
O7999,U3692,2026-06-17,PHDC.CA,Buy,Completed,14.463,50
O8000,U3692,2026-06-03,AMOC.CA,Buy,Active,8.04,50
O8001,U3692,2026-06-07,ESAC.CA,Buy,Completed,0.145,50
O8002,U3692,2026-07-08,PHDC.CA,Sell,Completed,14.356,500
O8003,U3697,2026-05-07,PRMH.CA,Buy,Completed,2.745,100
O8004,U3697,2026-05-10,FWRY.CA,Buy,Active,19.239,500
O8005,U3702,2026-07-15,ARAB.CA,Buy,Active,0.244,50
O8006,U3703,2026-06-02,ARAB.CA,Buy,Active,0.247,10
O8007,U3704,2026-06-25,PRMH.CA,Buy,Completed,2.686,20
O8008,U3704,2026-06-24,ARAB.CA,Buy,Completed,0.243,100
O8009,U3707,2026-06-30,ESAC.CA,Buy,Canceled,0.153,200
O8010,U3707,2026-06-24,AMOC.CA,Buy,Active,7.91,50
O8011,U3707,2026-06-23,AMOC.CA,Buy,Completed,7.857,50
O8012,U3708,2026-07-15,PRMH.CA,Buy,Active,2.691,200
O8013,U3708,2026-07-13,PHDC.CA,Buy,Completed,15.305,100
O8014,U3710,2026-07-07,ESAC.CA,Buy,Active,0.154,200
O8015,U3710,2026-07-13,PRMH.CA,Buy,Completed,2.684,100
O8016,U3710,2026-06-11,PRMH.CA,Sell,Completed,2.768,10
O8017,U3714,2026-07-05,FWRY.CA,Buy,Completed,19.312,40
O8018,U3714,2026-07-08,FWRY.CA,Buy,Canceled,19.29,500
O8019,U3714,2026-07-09,ARAB.CA,Buy,Completed,0.253,500
O8020,U3714,2026-06-18,ARAB.CA,Sell,Completed,0.242,20
O8021,U3714,2026-07-14,FWRY.CA,Sell,Completed,18.811,200
O8022,U3718,2026-06-14,PRMH.CA,Buy,Completed,2.659,200
O8023,U3718,2026-06-09,AMOC.CA,Buy,Completed,8.115,100
O8024,U3718,2026-06-30,PHDC.CA,Buy,Active,15.26,50
O8025,U3718,2026-07-13,PHDC.CA,Buy,Active,14.83,100
O8026,U3723,2026-07-05,ARAB.CA,Buy,Completed,0.25,50
O8027,U3726,2026-07-12,PRMH.CA,Buy,Completed,2.719,50
O8028,U3726,2026-06-30,ESAC.CA,Buy,Completed,0.149,100
O8029,U3726,2026-07-01,AMOC.CA,Buy,Completed,8.298,20
O8030,U3726,2026-06-29,AMOC.CA,Buy,Completed,7.875,20
O8031,U3728,2026-06-09,PHDC.CA,Buy,Active,14.954,100
O8032,U3728,2026-06-11,ARAB.CA,Buy,Completed,0.242,20
O8033,U3728,2026-05-28,PHDC.CA,Buy,Active,14.742,50
O8034,U3728,2026-05-31,PHDC.CA,Buy,Completed,15.083,10
O8035,U3728,2026-07-01,PRMH.CA,Buy,Completed,2.807,80
O8036,U3728,2026-06-02,AMOC.CA,Buy,Completed,7.826,60
O8037,U3728,2026-07-05,ARAB.CA,Buy,Completed,0.249,100
O8038,U3728,2026-06-11,PRMH.CA,Buy,Completed,2.674,1000
O8039,U3728,2026-06-03,FWRY.CA,Buy,Completed,18.958,40
O8040,U3728,2026-07-01,ARAB.CA,Buy,Active,0.253,100
O8041,U3735,2026-07-08,ARAB.CA,Buy,Completed,0.247,600
O8042,U3735,2026-05-26,AMOC.CA,Buy,Completed,8.124,200
O8043,U3736,2026-05-24,AMOC.CA,Buy,Completed,8.18,10
O8044,U3736,2026-06-15,AMOC.CA,Buy,Active,8.206,40
O8045,U3740,2026-06-21,PRMH.CA,Buy,Completed,2.802,500
O8046,U3740,2026-06-30,FWRY.CA,Buy,Active,18.828,200
O8047,U3740,2026-07-05,PHDC.CA,Buy,Completed,14.391,100
O8048,U3746,2026-05-31,ARAB.CA,Buy,Completed,0.244,40
O8049,U3746,2026-07-02,PRMH.CA,Buy,Completed,2.763,20
O8050,U3748,2026-06-21,FWRY.CA,Buy,Completed,19.124,500
O8051,U3748,2026-06-28,AMOC.CA,Buy,Completed,8.3,10
O8052,U3754,2026-06-18,PHDC.CA,Buy,Completed,14.506,40
O8053,U3757,2026-06-29,AMOC.CA,Buy,Completed,7.929,100
O8054,U3757,2026-07-01,PRMH.CA,Buy,Completed,2.774,50
O8055,U3757,2026-07-15,ARAB.CA,Buy,Active,0.242,100
O8056,U3757,2026-06-24,AMOC.CA,Sell,Completed,8.006,50
O8057,U3757,2026-06-24,PHDC.CA,Buy,Completed,15.366,20
O8058,U3757,2026-06-16,FWRY.CA,Buy,Canceled,19.684,20
O8059,U3757,2026-06-30,ESAC.CA,Buy,Completed,0.152,500
O8060,U3760,2026-05-04,FWRY.CA,Buy,Completed,19.261,100
O8061,U3760,2026-06-15,FWRY.CA,Buy,Active,19.391,10
O8062,U3760,2026-04-22,PRMH.CA,Buy,Completed,2.645,50
O8063,U3760,2026-06-02,PRMH.CA,Buy,Active,2.666,500
O8064,U3763,2026-07-07,PRMH.CA,Buy,Active,2.78,10
O8065,U3763,2026-07-02,FWRY.CA,Buy,Active,19.725,40
O8066,U3763,2026-07-01,ESAC.CA,Buy,Active,0.153,10
O8067,U3763,2026-06-24,PRMH.CA,Buy,Canceled,2.779,100
O8068,U3768,2026-06-22,AMOC.CA,Buy,Canceled,7.881,200
O8069,U3768,2026-06-21,ARAB.CA,Buy,Canceled,0.242,100
O8070,U3768,2026-07-12,FWRY.CA,Buy,Active,19.68,10
O8071,U3771,2026-07-12,ESAC.CA,Buy,Completed,0.152,100
O8072,U3773,2026-05-12,ARAB.CA,Buy,Active,0.242,250
O8073,U3773,2026-07-05,PRMH.CA,Buy,Completed,2.702,500
O8074,U3775,2026-07-08,PRMH.CA,Buy,Completed,2.743,500
O8075,U3775,2026-06-30,ARAB.CA,Buy,Active,0.249,100
O8076,U3775,2026-07-08,ARAB.CA,Buy,Completed,0.251,500
O8077,U3775,2026-07-14,AMOC.CA,Buy,Completed,8.283,10
O8078,U3776,2026-06-25,PRMH.CA,Buy,Active,2.748,20
O8079,U3777,2026-06-02,FWRY.CA,Buy,Canceled,19.284,50
O8080,U3777,2026-05-06,ARAB.CA,Buy,Active,0.248,200
O8081,U3777,2026-06-10,FWRY.CA,Buy,Completed,19.677,10
O8082,U3779,2026-06-22,FWRY.CA,Buy,Completed,18.845,40
O8083,U3779,2026-06-11,ESAC.CA,Buy,Completed,0.154,500
O8084,U3779,2026-06-08,ARAB.CA,Buy,Completed,0.251,200
O8085,U3779,2026-06-29,ESAC.CA,Buy,Completed,0.146,100
O8086,U3780,2026-06-08,ESAC.CA,Buy,Active,0.148,100
O8087,U3780,2026-04-29,ARAB.CA,Buy,Completed,0.246,100
O8088,U3782,2026-06-21,AMOC.CA,Buy,Active,8.1,50
O8089,U3782,2026-06-15,AMOC.CA,Buy,Completed,8.005,20
O8090,U3782,2026-05-18,FWRY.CA,Buy,Completed,19.3,10
O8091,U3782,2026-06-16,ESAC.CA,Buy,Completed,0.152,40
O8092,U3784,2026-06-30,PRMH.CA,Buy,Canceled,2.76,40
O8093,U3784,2026-05-14,FWRY.CA,Buy,Completed,19.145,100
O8094,U3784,2026-05-03,FWRY.CA,Buy,Completed,19.447,100
O8095,U3784,2026-06-16,AMOC.CA,Buy,Active,8.262,20
O8096,U3784,2026-06-08,PRMH.CA,Buy,Active,2.646,10
O8097,U3784,2026-05-13,AMOC.CA,Buy,Active,7.898,10
O8098,U3785,2026-05-17,FWRY.CA,Buy,Active,19.206,100
O8099,U3792,2026-05-14,PRMH.CA,Buy,Canceled,2.735,20
O8100,U3792,2026-07-07,ARAB.CA,Buy,Canceled,0.25,10
O8101,U3794,2026-07-01,AMOC.CA,Buy,Canceled,8.075,50
O8102,U3798,2026-05-19,PRMH.CA,Buy,Completed,2.659,40
O8103,U3798,2026-05-31,ARAB.CA,Buy,Canceled,0.24,100
O8104,U3798,2026-07-05,PRMH.CA,Sell,Completed,2.741,500
O8105,U3798,2026-05-27,PHDC.CA,Buy,Active,15.103,40
O8106,U3802,2026-05-11,PRMH.CA,Buy,Active,2.807,100
O8107,U3803,2026-05-04,FWRY.CA,Buy,Completed,19.071,100
O8108,U3803,2026-05-07,ARAB.CA,Buy,Completed,0.243,100
O8109,U3803,2026-05-05,ARAB.CA,Buy,Completed,0.249,10
O8110,U3805,2026-06-28,FWRY.CA,Buy,Completed,19.565,50
O8111,U3805,2026-07-08,AMOC.CA,Buy,Completed,8.11,50
O8112,U3805,2026-06-14,ARAB.CA,Buy,Completed,0.252,100
O8113,U3805,2026-05-31,PHDC.CA,Buy,Active,14.967,10
O8114,U3805,2026-07-01,ESAC.CA,Buy,Active,0.146,500
O8115,U3805,2026-06-09,AMOC.CA,Buy,Canceled,7.777,40
O8116,U3805,2026-07-13,ESAC.CA,Buy,Canceled,0.146,500
O8117,U3806,2026-06-11,FWRY.CA,Buy,Completed,19.972,20
O8118,U3806,2026-06-23,FWRY.CA,Buy,Completed,19.562,10
O8119,U3811,2026-07-01,AMOC.CA,Buy,Active,8.037,10
O8120,U3811,2026-07-15,AMOC.CA,Buy,Active,8.153,200
O8121,U3811,2026-06-04,FWRY.CA,Buy,Completed,19.275,20
O8122,U3811,2026-07-06,PHDC.CA,Buy,Active,15.306,40
O8123,U3811,2026-07-06,ESAC.CA,Buy,Active,0.154,500
O8124,U3811,2026-06-18,PRMH.CA,Buy,Active,2.65,50
O8125,U3816,2026-05-14,AMOC.CA,Buy,Active,7.778,500
O8126,U3816,2026-06-01,PHDC.CA,Buy,Active,14.501,20
O8127,U3816,2026-06-03,ARAB.CA,Buy,Completed,0.254,500
O8128,U3816,2026-05-27,PHDC.CA,Buy,Completed,15.159,500
O8129,U3818,2026-06-25,ARAB.CA,Buy,Completed,0.253,50
O8130,U3818,2026-04-26,ESAC.CA,Buy,Completed,0.148,200
O8131,U3822,2026-05-04,AMOC.CA,Buy,Completed,7.796,10
O8132,U3826,2026-06-15,AMOC.CA,Buy,Completed,7.792,10
O8133,U3826,2026-07-09,PRMH.CA,Buy,Completed,2.8,20
O8134,U3834,2026-07-09,PHDC.CA,Buy,Completed,14.582,20
O8135,U3834,2026-07-15,AMOC.CA,Buy,Active,7.931,500
O8136,U3834,2026-05-12,AMOC.CA,Buy,Completed,7.889,40
O8137,U3834,2026-05-21,PHDC.CA,Sell,Completed,14.667,100
O8138,U3835,2026-06-14,ARAB.CA,Buy,Completed,0.243,100
O8139,U3835,2026-05-12,PRMH.CA,Buy,Active,2.666,10
O8140,U3835,2026-06-02,PRMH.CA,Buy,Active,2.678,50
O8141,U3835,2026-07-13,PRMH.CA,Buy,Completed,2.707,500
O8142,U3837,2026-06-30,PRMH.CA,Buy,Completed,2.751,50
O8143,U3837,2026-06-30,FWRY.CA,Buy,Completed,19.381,40
O8144,U3837,2026-07-12,AMOC.CA,Buy,Completed,7.814,500
O8145,U3837,2026-07-05,PHDC.CA,Buy,Completed,14.456,500
O8146,U3838,2026-07-14,PRMH.CA,Buy,Completed,2.702,10
O8147,U3838,2026-07-12,AMOC.CA,Buy,Completed,7.808,500
O8148,U3838,2026-07-07,AMOC.CA,Buy,Active,8.095,50
O8149,U3842,2026-07-08,ARAB.CA,Buy,Completed,0.24,500
O8150,U3842,2026-07-02,AMOC.CA,Buy,Active,8.066,10
