user_id,client_segment,country,risk_profile,registration_date
U3617,Mass,Egypt,Conservative,2026-07-10
U3618,Affluent,Bahrain,Aggressive,2026-05-07
U3619,Mass,Qatar,Conservative,2026-06-08
U3620,High Net Worth,Egypt,Moderate,2026-04-09
U3621,Mass,Saudi Arabia,Moderate,2026-05-09
U3622,Mass,UAE,Moderate,2026-06-11
U3623,Affluent,Egypt,Conservative,2026-05-09
U3624,Affluent,Egypt,Aggressive,2026-04-16
U3625,Affluent,Kuwait,Conservative,2026-04-29
U3626,Mass,Egypt,Conservative,2026-05-12
U3627,Affluent,UAE,Conservative,2026-04-12
U3628,Mass,Kuwait,Moderate,2026-06-08
U3629,High Net Worth,Kuwait,Aggressive,2026-05-04
U3630,Affluent,Egypt,Conservative,2026-05-09
U3631,Mass,Egypt,Moderate,2026-05-19
U3632,Mass,Egypt,Conservative,2026-05-29
U3633,Mass,Egypt,Conservative,2026-06-14
U3634,Affluent,Qatar,Moderate,2026-05-28
U3635,Affluent,Egypt,Moderate,2026-06-01
U3636,Affluent,Qatar,Moderate,2026-07-03
U3637,Mass,Egypt,Aggressive,2026-07-01
U3638,Mass,Egypt,Aggressive,2026-06-24
U3639,Affluent,Saudi Arabia,Moderate,2026-04-10
U3640,High Net Worth,Egypt,Conservative,2026-04-28
U3641,Mass,Egypt,Moderate,2026-05-14
U3642,Mass,Egypt,Moderate,2026-05-11
U3643,Affluent,Egypt,Moderate,2026-04-20
U3644,Affluent,Egypt,Conservative,2026-05-17
U3645,Mass,Egypt,Moderate,2026-04-26
U3646,Affluent,Egypt,Moderate,2026-04-22
U3647,Affluent,Qatar,Moderate,2026-04-14
U3648,Mass,Saudi Arabia,Moderate,2026-05-01
U3649,Mass,Egypt,Moderate,2026-05-31
U3650,Affluent,Egypt,Moderate,2026-06-10
U3651,Mass,Egypt,Conservative,2026-06-04
U3652,Mass,Egypt,Moderate,2026-05-18
U3653,Mass,Egypt,Moderate,2026-05-25
U3654,Mass,Egypt,Conservative,2026-05-06
U3655,Mass,Egypt,Moderate,2026-06-27
U3656,Mass,Egypt,Conservative,2026-04-15
U3657,Mass,Egypt,Moderate,2026-04-09
U3658,Mass,Egypt,Aggressive,2026-06-29
U3659,Affluent,Egypt,Conservative,2026-07-03
U3660,Affluent,Egypt,Moderate,2026-04-22
U3661,Affluent,Egypt,Moderate,2026-06-16
U3662,Mass,Egypt,Conservative,2026-06-29
U3663,Affluent,UAE,Aggressive,2026-06-28
U3664,Mass,Egypt,Conservative,2026-04-24
U3665,Mass,Egypt,Aggressive,2026-06-25
U3666,Mass,Egypt,Conservative,2026-05-04
U3667,Affluent,Egypt,Aggressive,2026-04-02
U3668,Mass,Qatar,Moderate,2026-06-02
U3669,Affluent,Egypt,Conservative,2026-04-03
U3670,Mass,Bahrain,Aggressive,2026-06-07
U3671,Mass,UAE,Aggressive,2026-04-13
U3672,Mass,UAE,Moderate,2026-07-04
U3673,Mass,Egypt,Moderate,2026-05-03
U3674,Mass,Egypt,Moderate,2026-06-30
U3675,Mass,Egypt,Moderate,2026-06-16
U3676,Mass,Egypt,Moderate,2026-06-21
U3677,Mass,Qatar,Aggressive,2026-06-24
U3678,High Net Worth,Egypt,Conservative,2026-06-13
U3679,Affluent,Qatar,Moderate,2026-07-05
U3680,Mass,Kuwait,Moderate,2026-04-14
U3681,High Net Worth,Saudi Arabia,Moderate,2026-05-28
U3682,High Net Worth,Saudi Arabia,Conservative,2026-06-26
U3683,Mass,Egypt,Moderate,2026-05-06
U3684,Mass,Egypt,Moderate,2026-05-14
U3685,Affluent,Egypt,Aggressive,2026-06-12
U3686,High Net Worth,UAE,Moderate,2026-04-02
U3687,Mass,Egypt,Moderate,2026-04-20
U3688,Mass,Egypt,Moderate,2026-04-21
U3689,Mass,Egypt,Aggressive,2026-04-02
U3690,Mass,Egypt,Aggressive,2026-04-16
U3691,Mass,Egypt,Moderate,2026-06-24
U3692,Affluent,Egypt,Conservative,2026-05-07
U3693,Affluent,Egypt,Aggressive,2026-06-11
U3694,Mass,Egypt,Moderate,2026-07-03
U3695,Mass,Egypt,Conservative,2026-04-29
U3696,Mass,Kuwait,Moderate,2026-06-26
U3697,Affluent,Egypt,Aggressive,2026-04-13
U3698,Affluent,Kuwait,Moderate,2026-04-23
U3699,Mass,Egypt,Moderate,2026-06-14
U3700,Mass,UAE,Moderate,2026-05-24
U3701,Mass,Egypt,Conservative,2026-06-12
U3702,High Net Worth,Egypt,Conservative,2026-07-10
U3703,Affluent,Egypt,Conservative,2026-05-27
U3704,Affluent,Egypt,Moderate,2026-05-16
U3705,Mass,Egypt,Moderate,2026-05-23
U3706,Mass,Kuwait,Conservative,2026-07-08
U3707,Mass,UAE,Moderate,2026-05-09
U3708,Affluent,Egypt,Moderate,2026-06-19
U3709,Mass,Egypt,Moderate,2026-07-06
U3710,Affluent,Egypt,Moderate,2026-05-30
U3711,Affluent,Saudi Arabia,Moderate,2026-04-07
U3712,Mass,Egypt,Aggressive,2026-04-14
U3713,Mass,Egypt,Moderate,2026-06-01
U3714,Affluent,Saudi Arabia,Conservative,2026-06-14
U3715,Affluent,UAE,Conservative,2026-04-27
U3716,Mass,Egypt,Aggressive,2026-04-18
U3717,Mass,Egypt,Aggressive,2026-05-09
U3718,Affluent,Egypt,Aggressive,2026-06-02
U3719,Affluent,Egypt,Conservative,2026-04-20
U3720,Mass,Egypt,Conservative,2026-04-27
U3721,Mass,Egypt,Moderate,2026-05-21
U3722,Mass,Egypt,Moderate,2026-04-24
U3723,Affluent,Saudi Arabia,Moderate,2026-06-18
U3724,Affluent,Saudi Arabia,Moderate,2026-05-26
U3725,Mass,Egypt,Conservative,2026-07-05
U3726,Affluent,Egypt,Moderate,2026-06-09
U3727,Mass,Egypt,Moderate,2026-04-13
U3728,High Net Worth,Egypt,Moderate,2026-05-21
U3729,Mass,UAE,Moderate,2026-05-25
U3730,Mass,Egypt,Conservative,2026-05-20
U3731,Mass,Egypt,Moderate,2026-06-24
U3732,Mass,Egypt,Aggressive,2026-04-18
U3733,Mass,UAE,Moderate,2026-04-21
U3734,Mass,Saudi Arabia,Moderate,2026-05-15
U3735,High Net Worth,Egypt,Moderate,2026-04-23
U3736,Affluent,Egypt,Moderate,2026-05-14
U3737,Mass,Saudi Arabia,Conservative,2026-07-10
U3738,Affluent,Egypt,Moderate,2026-06-22
U3739,Mass,Qatar,Moderate,2026-04-24
U3740,Mass,Kuwait,Aggressive,2026-06-07
U3741,Mass,Egypt,Moderate,2026-06-14
U3742,Mass,Egypt,Moderate,2026-04-06
U3743,Mass,UAE,Conservative,2026-06-25
U3744,Mass,Kuwait,Moderate,2026-07-07
U3745,Mass,UAE,Aggressive,2026-07-11
U3746,Mass,Saudi Arabia,Conservative,2026-05-20
U3747,Affluent,Egypt,Conservative,2026-06-18
U3748,Mass,Egypt,Moderate,2026-05-27
U3749,Affluent,Egypt,Aggressive,2026-04-23
U3750,Mass,Egypt,Moderate,2026-06-21
U3751,Mass,Egypt,Moderate,2026-05-27
U3752,Affluent,Egypt,Moderate,2026-05-26
U3753,Affluent,UAE,Conservative,2026-06-14
U3754,Mass,Qatar,Conservative,2026-04-05
U3755,Affluent,Saudi Arabia,Moderate,2026-05-23
U3756,Mass,Saudi Arabia,Moderate,2026-06-27
U3757,Affluent,Kuwait,Moderate,2026-06-03
U3758,Mass,Egypt,Aggressive,2026-06-04
U3759,Mass,Egypt,Moderate,2026-04-18
U3760,Affluent,Egypt,Moderate,2026-04-10
U3761,Mass,Egypt,Moderate,2026-04-13
U3762,Mass,Egypt,Moderate,2026-05-13
U3763,Mass,Saudi Arabia,Moderate,2026-05-03
U3764,Mass,Egypt,Aggressive,2026-04-21
U3765,High Net Worth,Egypt,Moderate,2026-06-06
U3766,High Net Worth,Egypt,Moderate,2026-04-08
U3767,Mass,Saudi Arabia,Moderate,2026-05-04
U3768,Affluent,Egypt,Moderate,2026-04-26
U3769,Mass,UAE,Conservative,2026-06-10
U3770,Affluent,Egypt,Aggressive,2026-04-08
U3771,Mass,Egypt,Aggressive,2026-06-18
U3772,Affluent,UAE,Conservative,2026-04-10
U3773,High Net Worth,Egypt,Moderate,2026-04-11
U3774,Affluent,Egypt,Conservative,2026-07-02
U3775,Mass,Egypt,Moderate,2026-06-23
U3776,Mass,Egypt,Aggressive,2026-04-30
U3777,Mass,Egypt,Aggressive,2026-04-26
U3778,Mass,Saudi Arabia,Moderate,2026-07-04
U3779,Mass,Egypt,Moderate,2026-05-19
U3780,Affluent,Egypt,Moderate,2026-04-18
U3781,Mass,Egypt,Moderate,2026-05-18
U3782,Mass,Egypt,Aggressive,2026-05-01
U3783,Mass,Egypt,Conservative,2026-07-05
U3784,Affluent,UAE,Moderate,2026-04-06
U3785,High Net Worth,Egypt,Moderate,2026-04-08
U3786,Mass,Egypt,Conservative,2026-04-06
U3787,Mass,Egypt,Aggressive,2026-05-08
U3788,Mass,Egypt,Moderate,2026-06-24
U3789,Mass,Egypt,Moderate,2026-06-03
U3790,Affluent,UAE,Aggressive,2026-04-29
U3791,Mass,Egypt,Moderate,2026-06-10
U3792,Mass,Egypt,Moderate,2026-05-05
U3793,Mass,Egypt,Conservative,2026-05-15
U3794,High Net Worth,Egypt,Moderate,2026-05-06
U3795,Mass,Kuwait,Aggressive,2026-06-06
U3796,Mass,UAE,Conservative,2026-05-18
U3797,Affluent,UAE,Conservative,2026-05-01
U3798,Affluent,Egypt,Moderate,2026-04-15
U3799,Mass,Saudi Arabia,Moderate,2026-06-15
U3800,Mass,Saudi Arabia,Conservative,2026-05-06
U3801,Affluent,Egypt,Conservative,2026-05-19
U3802,Mass,Egypt,Conservative,2026-04-24
U3803,Affluent,Egypt,Moderate,2026-04-05
U3804,Mass,Egypt,Conservative,2026-06-17
U3805,Affluent,Egypt,Aggressive,2026-05-04
U3806,Affluent,Egypt,Aggressive,2026-05-14
U3807,Affluent,Egypt,Aggressive,2026-07-10
U3808,Affluent,UAE,Conservative,2026-04-14
U3809,Mass,Qatar,Aggressive,2026-05-07
U3810,Affluent,Kuwait,Moderate,2026-06-13
U3811,Affluent,UAE,Moderate,2026-05-19
U3812,Mass,Bahrain,Conservative,2026-04-02
U3813,Mass,Egypt,Moderate,2026-05-02
U3814,Affluent,Egypt,Moderate,2026-04-05
U3815,Mass,Egypt,Moderate,2026-07-10
U3816,Affluent,UAE,Conservative,2026-05-10
U3817,Mass,Egypt,Moderate,2026-04-23
U3818,Mass,Egypt,Conservative,2026-04-05
U3819,High Net Worth,Egypt,Aggressive,2026-04-28
U3820,Mass,Egypt,Conservative,2026-06-18
U3821,Mass,Qatar,Moderate,2026-05-04
U3822,Affluent,Egypt,Aggressive,2026-04-17
U3823,Mass,Egypt,Aggressive,2026-06-23
U3824,Mass,Egypt,Conservative,2026-06-27
U3825,Mass,Egypt,Moderate,2026-06-10
U3826,Affluent,Egypt,Moderate,2026-05-04
U3827,High Net Worth,Egypt,Aggressive,2026-05-16
U3828,Mass,Egypt,Conservative,2026-04-14
U3829,Mass,Egypt,Moderate,2026-05-01
U3830,Mass,Egypt,Aggressive,2026-06-27
U3831,Mass,Egypt,Aggressive,2026-04-19
U3832,Mass,Egypt,Moderate,2026-05-23
U3833,Affluent,Egypt,Aggressive,2026-05-08
U3834,Affluent,Egypt,Conservative,2026-04-20
U3835,High Net Worth,Egypt,Moderate,2026-05-11
U3836,Mass,UAE,Moderate,2026-06-14
U3837,Affluent,Kuwait,Moderate,2026-06-14
U3838,Mass,UAE,Moderate,2026-06-23
U3839,Mass,Egypt,Aggressive,2026-04-29
U3840,Mass,Bahrain,Moderate,2026-07-03
U3841,Mass,UAE,Aggressive,2026-06-07
U3842,Affluent,Egypt,Moderate,2026-06-06
U3843,Mass,Egypt,Aggressive,2026-05-08
U3844,High Net Worth,Egypt,Aggressive,2026-05-17
U3845,Mass,Egypt,Aggressive,2026-06-28
U3846,Mass,UAE,Aggressive,2026-05-17
U3847,Mass,Egypt,Conservative,2026-05-17
U3848,Affluent,Egypt,Moderate,2026-05-24
U3849,Mass,Saudi Arabia,Aggressive,2026-06-08
U3850,Mass,Kuwait,Moderate,2026-06-25
U3851,Mass,Egypt,Moderate,2026-05-11
U3852,Mass,Egypt,Moderate,2026-04-19
U3853,Mass,Egypt,Aggressive,2026-04-24
U3854,Affluent,Egypt,Conservative,2026-05-04
U3855,Affluent,Egypt,Moderate,2026-04-13
U3856,Mass,Egypt,Moderate,2026-06-28
U3857,Mass,Egypt,Moderate,2026-06-07
U3858,High Net Worth,Kuwait,Moderate,2026-05-22
U3859,Affluent,Egypt,Moderate,2026-05-14
U3860,Affluent,Saudi Arabia,Moderate,2026-06-18
U3861,Mass,UAE,Conservative,2026-05-16
U3862,High Net Worth,Kuwait,Moderate,2026-07-04
U3863,Affluent,Egypt,Moderate,2026-04-18
U3864,Affluent,UAE,Moderate,2026-06-05
U3865,Mass,Saudi Arabia,Moderate,2026-05-18
U3866,Affluent,Egypt,Moderate,2026-04-23
U3867,Mass,Egypt,Aggressive,2026-04-13
U3868,Mass,Egypt,Conservative,2026-06-06
U3869,Affluent,Egypt,Aggressive,2026-05-25
U3870,Mass,Egypt,Aggressive,2026-04-19
U3871,Mass,Qatar,Aggressive,2026-07-03
U3872,Mass,Egypt,Moderate,2026-06-18
U3873,Mass,Egypt,Conservative,2026-05-07
U3874,Mass,Egypt,Aggressive,2026-05-07
U3875,High Net Worth,Egypt,Moderate,2026-04-14
U3876,High Net Worth,Egypt,Conservative,2026-04-27
U3877,Mass,Egypt,Conservative,2026-06-16
U3878,High Net Worth,Qatar,Moderate,2026-07-12
U3879,Mass,Egypt,Aggressive,2026-05-18
U3880,Mass,Qatar,Moderate,2026-07-03
U3881,Mass,Egypt,Moderate,2026-04-15
U3882,Affluent,Kuwait,Conservative,2026-05-26
U3883,Mass,Egypt,Conservative,2026-05-06
U3884,Affluent,Egypt,Moderate,2026-04-11
U3885,Affluent,Egypt,Conservative,2026-04-21
U3886,Mass,Egypt,Moderate,2026-06-05
U3887,Affluent,Egypt,Moderate,2026-04-05
U3888,Mass,Kuwait,Aggressive,2026-05-11
U3889,Mass,Egypt,Aggressive,2026-06-20
U3890,Mass,Egypt,Conservative,2026-04-18
U3891,Mass,Saudi Arabia,Conservative,2026-04-26
U3892,Mass,Egypt,Aggressive,2026-07-03
U3893,Mass,Egypt,Moderate,2026-04-12
U3894,High Net Worth,Saudi Arabia,Moderate,2026-04-01
U3895,Mass,Egypt,Moderate,2026-06-30
U3896,Mass,Egypt,Moderate,2026-05-19
U3897,Affluent,Egypt,Moderate,2026-06-07
U3898,Affluent,Egypt,Moderate,2026-04-30
U3899,Affluent,Egypt,Moderate,2026-06-20
U3900,Mass,Egypt,Moderate,2026-04-13
U3901,Mass,Qatar,Aggressive,2026-07-07
U3902,Mass,Qatar,Moderate,2026-06-24
U3903,Mass,Egypt,Aggressive,2026-06-24
U3904,Mass,Egypt,Moderate,2026-07-09
U3905,Affluent,Saudi Arabia,Aggressive,2026-06-16
U3906,Mass,Egypt,Moderate,2026-06-04
U3907,Mass,Saudi Arabia,Moderate,2026-06-11
U3908,Affluent,Egypt,Moderate,2026-05-21
U3909,Affluent,Egypt,Moderate,2026-04-07
U3910,Mass,UAE,Moderate,2026-04-06
U3911,Mass,Egypt,Moderate,2026-04-22
U3912,Mass,UAE,Conservative,2026-06-18
U3913,Mass,Egypt,Moderate,2026-07-02
U3914,Mass,Egypt,Aggressive,2026-05-13
U3915,High Net Worth,UAE,Moderate,2026-06-23
U3916,Mass,Egypt,Moderate,2026-04-21
U3917,Affluent,Egypt,Moderate,2026-05-08
U3918,Affluent,Kuwait,Moderate,2026-04-28
U3919,Mass,Egypt,Conservative,2026-04-03
U3920,Affluent,Egypt,Moderate,2026-07-11
U3921,Mass,Egypt,Moderate,2026-04-30
U3922,Affluent,Egypt,Conservative,2026-07-05
U3923,Mass,UAE,Moderate,2026-04-17
U3924,Affluent,Saudi Arabia,Aggressive,2026-04-10
U3925,Mass,UAE,Aggressive,2026-05-24
U3926,Mass,UAE,Moderate,2026-04-20
U3927,Mass,Egypt,Moderate,2026-06-17
U3928,Affluent,UAE,Moderate,2026-07-05
U3929,Mass,Egypt,Conservative,2026-05-04
U3930,High Net Worth,Egypt,Moderate,2026-05-25
U3931,Mass,Qatar,Moderate,2026-06-01
U3932,Mass,Egypt,Moderate,2026-05-19
U3933,Mass,Egypt,Moderate,2026-05-18
U3934,Affluent,Egypt,Moderate,2026-06-13
U3935,High Net Worth,Egypt,Conservative,2026-05-18
U3936,Mass,Egypt,Moderate,2026-04-19
U3937,Affluent,Qatar,Conservative,2026-04-22
U3938,Mass,Qatar,Moderate,2026-04-11
U3939,Mass,Egypt,Moderate,2026-07-02
U3940,Affluent,UAE,Conservative,2026-06-03
U3941,Mass,Egypt,Moderate,2026-04-20
U3942,Mass,Egypt,Moderate,2026-04-01
U3943,Mass,Egypt,Moderate,2026-06-02
U3944,Mass,Egypt,Moderate,2026-05-12
U3945,Mass,Egypt,Moderate,2026-07-04
U3946,High Net Worth,Egypt,Conservative,2026-06-29
U3947,Mass,Egypt,Conservative,2026-06-06
U3948,Affluent,Egypt,Moderate,2026-04-15
U3949,Mass,Egypt,Conservative,2026-07-12
U3950,Mass,Egypt,Aggressive,2026-05-24
U3951,Mass,Egypt,Moderate,2026-05-08
U3952,Affluent,Saudi Arabia,Moderate,2026-05-12
U3953,Mass,Egypt,Moderate,2026-04-19
U3954,Mass,Egypt,Aggressive,2026-07-01
U3955,Mass,Egypt,Moderate,2026-04-27
U3956,High Net Worth,Kuwait,Moderate,2026-04-18
U3957,Mass,Egypt,Moderate,2026-05-11
U3958,Mass,Egypt,Conservative,2026-04-01
U3959,Mass,Egypt,Moderate,2026-06-08
U3960,Mass,Egypt,Moderate,2026-06-16
U3961,Mass,Egypt,Moderate,2026-04-29
U3962,Mass,Egypt,Conservative,2026-05-07
U3963,Affluent,Saudi Arabia,Moderate,2026-05-10
U3964,Mass,UAE,Aggressive,2026-06-11
U3965,Mass,Egypt,Conservative,2026-04-20
U3966,Mass,Egypt,Conservative,2026-06-12
U3967,Mass,UAE,Moderate,2026-07-08
U3968,Mass,Egypt,Aggressive,2026-06-17
U3969,Mass,UAE,Aggressive,2026-06-25
U3970,High Net Worth,Egypt,Conservative,2026-04-30
U3971,High Net Worth,Egypt,Aggressive,2026-04-19
U3972,Mass,Egypt,Conservative,2026-04-10
U3973,Affluent,Egypt,Moderate,2026-05-27
U3974,Mass,Egypt,Moderate,2026-07-07
U3975,Mass,Egypt,Moderate,2026-05-20
U3976,Affluent,Egypt,Aggressive,2026-05-11
U3977,Mass,Saudi Arabia,Aggressive,2026-04-22
U3978,High Net Worth,Saudi Arabia,Moderate,2026-05-26
U3979,Mass,Egypt,Aggressive,2026-06-27
U3980,Mass,Saudi Arabia,Moderate,2026-04-23
U3981,Mass,Egypt,Moderate,2026-06-25
U3982,Mass,Egypt,Moderate,2026-04-25
U3983,Mass,Egypt,Moderate,2026-04-02
U3984,Mass,Egypt,Conservative,2026-06-15
U3985,Mass,Egypt,Moderate,2026-05-03
U3986,Mass,Egypt,Moderate,2026-06-22
U3987,Mass,Egypt,Conservative,2026-06-29
U3988,Affluent,Egypt,Conservative,2026-06-13
U3989,Affluent,Saudi Arabia,Aggressive,2026-06-17
U3990,Affluent,Egypt,Moderate,2026-06-22
U3991,Affluent,UAE,Conservative,2026-04-04
U3992,Mass,Egypt,Moderate,2026-04-23
U3993,Affluent,Egypt,Moderate,2026-04-16
U3994,Mass,Egypt,Conservative,2026-04-13
U3995,Affluent,Egypt,Aggressive,2026-06-23
U3996,Mass,Egypt,Aggressive,2026-05-11
U3997,Affluent,Egypt,Aggressive,2026-07-02
U3998,High Net Worth,Egypt,Aggressive,2026-05-22
U3999,Mass,Egypt,Conservative,2026-04-25
U4000,Affluent,Egypt,Moderate,2026-04-11
U4001,Mass,Egypt,Moderate,2026-06-28
U4002,Mass,Egypt,Moderate,2026-04-01
U4003,Mass,Egypt,Conservative,2026-05-30
U4004,Mass,Egypt,Moderate,2026-05-30
U4005,Mass,Kuwait,Conservative,2026-04-12
U4006,Mass,Egypt,Aggressive,2026-07-08
U4007,Mass,Egypt,Moderate,2026-05-29
U4008,Mass,UAE,Moderate,2026-06-27
U4009,Affluent,Kuwait,Conservative,2026-07-06
U4010,Affluent,Egypt,Moderate,2026-05-07
U4011,Mass,Egypt,Moderate,2026-04-29
U4012,Affluent,Egypt,Conservative,2026-05-08
U4013,Mass,Egypt,Conservative,2026-05-16
U4014,Mass,Egypt,Moderate,2026-05-28
U4015,Affluent,Egypt,Conservative,2026-06-14
U4016,Mass,Egypt,Conservative,2026-06-29
U4017,Mass,Egypt,Moderate,2026-05-07
U4018,Mass,Egypt,Moderate,2026-07-05
U4019,Affluent,Egypt,Aggressive,2026-05-04
U4020,Mass,Egypt,Aggressive,2026-06-06
U4021,Affluent,Egypt,Conservative,2026-06-15
U4022,Mass,Egypt,Moderate,2026-04-05
U4023,Mass,Egypt,Moderate,2026-04-02
U4024,Mass,Egypt,Moderate,2026-04-13
U4025,Mass,Egypt,Conservative,2026-06-09
U4026,Mass,Egypt,Aggressive,2026-05-29
U4027,Mass,Egypt,Moderate,2026-05-31
U4028,Affluent,Egypt,Moderate,2026-05-14
U4029,Mass,Egypt,Conservative,2026-04-30
U4030,Affluent,Kuwait,Moderate,2026-05-24
U4031,Mass,Egypt,Moderate,2026-06-15
U4032,Mass,Egypt,Aggressive,2026-06-16
U4033,High Net Worth,Qatar,Conservative,2026-06-12
U4034,Affluent,Egypt,Moderate,2026-04-07
U4035,High Net Worth,Egypt,Aggressive,2026-07-12
U4036,Mass,Egypt,Moderate,2026-06-24
U4037,Mass,Saudi Arabia,Moderate,2026-04-11
U4038,Mass,Saudi Arabia,Moderate,2026-07-02
U4039,Mass,Egypt,Aggressive,2026-05-18
U4040,Mass,Egypt,Conservative,2026-06-10
U4041,Affluent,Egypt,Aggressive,2026-06-25
U4042,Mass,Egypt,Moderate,2026-04-13
U4043,Mass,Egypt,Aggressive,2026-05-22
U4044,Affluent,Saudi Arabia,Aggressive,2026-07-03
U4045,Affluent,Egypt,Moderate,2026-05-15
U4046,Mass,UAE,Moderate,2026-04-29
U4047,Affluent,Egypt,Conservative,2026-05-17
U4048,Mass,Saudi Arabia,Moderate,2026-07-06
U4049,Mass,Egypt,Conservative,2026-06-03
U4050,Mass,Egypt,Moderate,2026-05-14
U4051,Mass,Egypt,Conservative,2026-05-10
U4052,Mass,Saudi Arabia,Conservative,2026-05-24
U4053,Mass,Egypt,Moderate,2026-04-14
U4054,Mass,Egypt,Moderate,2026-04-13
U4055,Affluent,Egypt,Aggressive,2026-04-21
U4056,Mass,Egypt,Moderate,2026-05-29
U4057,Mass,Egypt,Moderate,2026-05-25
U4058,Affluent,Egypt,Moderate,2026-06-21
U4059,Mass,UAE,Aggressive,2026-06-04
U4060,Mass,Egypt,Moderate,2026-06-08
U4061,High Net Worth,Egypt,Conservative,2026-05-25
U4062,Mass,Egypt,Moderate,2026-04-20
U4063,Mass,Qatar,Moderate,2026-05-04
U4064,Mass,UAE,Moderate,2026-05-29
U4065,Mass,Egypt,Conservative,2026-06-02
U4066,Mass,Egypt,Moderate,2026-05-18
U4067,Mass,Egypt,Moderate,2026-04-04
U4068,Mass,Egypt,Moderate,2026-04-03
U4069,Mass,Egypt,Conservative,2026-04-15
U4070,Mass,Egypt,Moderate,2026-05-02
U4071,Mass,Egypt,Conservative,2026-04-19
U4072,Affluent,Egypt,Moderate,2026-05-29
U4073,Affluent,Egypt,Aggressive,2026-07-03
U4074,Affluent,Egypt,Conservative,2026-05-12
U4075,Mass,Egypt,Aggressive,2026-06-21
U4076,Affluent,Egypt,Moderate,2026-07-02
U4077,Mass,Kuwait,Moderate,2026-05-25
U4078,Mass,Egypt,Moderate,2026-07-02
U4079,Affluent,Saudi Arabia,Aggressive,2026-05-26
U4080,High Net Worth,UAE,Moderate,2026-05-09
U4081,Mass,Egypt,Aggressive,2026-06-28
U4082,Affluent,Egypt,Moderate,2026-07-07
U4083,High Net Worth,Egypt,Moderate,2026-04-24
U4084,Mass,Egypt,Moderate,2026-04-24
U4085,Affluent,Egypt,Moderate,2026-04-03
U4086,Affluent,Egypt,Moderate,2026-05-30
U4087,Mass,Qatar,Moderate,2026-04-29
U4088,Mass,Egypt,Conservative,2026-06-18
U4089,Mass,Egypt,Aggressive,2026-06-15
U4090,Mass,Egypt,Moderate,2026-05-31
U4091,High Net Worth,Egypt,Moderate,2026-05-15
U4092,Affluent,Egypt,Aggressive,2026-06-03
U4093,Mass,Egypt,Moderate,2026-05-03
U4094,Mass,Egypt,Moderate,2026-04-11
U4095,Affluent,Egypt,Moderate,2026-04-27
U4096,Affluent,Egypt,Moderate,2026-07-06
U4097,Mass,Egypt,Conservative,2026-06-19
U4098,Mass,Egypt,Moderate,2026-05-24
U4099,High Net Worth,Egypt,Aggressive,2026-06-11
U4100,Affluent,Bahrain,Moderate,2026-06-08
U4101,Mass,Egypt,Aggressive,2026-04-13
U4102,Mass,Egypt,Conservative,2026-05-08
U4103,Mass,Egypt,Aggressive,2026-07-04
U4104,High Net Worth,Egypt,Moderate,2026-04-28
U4105,Mass,Egypt,Moderate,2026-05-17
U4106,Affluent,Egypt,Moderate,2026-06-21
U4107,Affluent,Egypt,Moderate,2026-05-21
U4108,Mass,Egypt,Aggressive,2026-05-07
U4109,Affluent,Egypt,Aggressive,2026-04-23
U4110,Mass,Egypt,Aggressive,2026-07-07
U4111,Mass,Egypt,Aggressive,2026-05-20
U4112,Mass,Egypt,Moderate,2026-04-25
U4113,Affluent,Egypt,Conservative,2026-06-19
U4114,Mass,Egypt,Moderate,2026-05-23
U4115,High Net Worth,Egypt,Moderate,2026-06-12
U4116,Affluent,Egypt,Aggressive,2026-04-03
U4117,Affluent,Saudi Arabia,Moderate,2026-06-10
U4118,Mass,Egypt,Aggressive,2026-05-29
U4119,Mass,Saudi Arabia,Conservative,2026-07-01
U4120,High Net Worth,Egypt,Moderate,2026-04-04
U4121,Mass,Egypt,Moderate,2026-06-17
U4122,Mass,Egypt,Conservative,2026-05-30
U4123,Mass,Egypt,Moderate,2026-05-13
U4124,Affluent,Kuwait,Moderate,2026-07-02
U4125,High Net Worth,Egypt,Conservative,2026-06-26
U4126,Mass,Egypt,Moderate,2026-05-20
U4127,Mass,Egypt,Moderate,2026-07-01
U4128,Mass,Egypt,Moderate,2026-06-08
U4129,Affluent,Egypt,Aggressive,2026-04-08
U4130,Mass,Egypt,Aggressive,2026-07-08
U4131,Mass,Egypt,Aggressive,2026-06-20
U4132,Affluent,Egypt,Conservative,2026-04-19
U4133,Affluent,UAE,Moderate,2026-07-11
U4134,Mass,Egypt,Moderate,2026-05-14
U4135,Mass,Egypt,Moderate,2026-05-04
U4136,Mass,Egypt,Conservative,2026-06-30
U4137,Mass,Egypt,Moderate,2026-05-08
U4138,Affluent,Egypt,Moderate,2026-05-04
U4139,Mass,Egypt,Aggressive,2026-04-19
U4140,Mass,Egypt,Aggressive,2026-06-12
U4141,Mass,Egypt,Aggressive,2026-04-21
U4142,Mass,Egypt,Moderate,2026-06-26
U4143,Mass,UAE,Moderate,2026-04-19
U4144,Mass,Saudi Arabia,Moderate,2026-04-30
U4145,Mass,Egypt,Moderate,2026-06-14
U4146,Mass,Egypt,Moderate,2026-06-06
U4147,Mass,Egypt,Conservative,2026-05-15
U4148,Affluent,Egypt,Moderate,2026-06-06
U4149,Mass,Saudi Arabia,Moderate,2026-04-22
U4150,Affluent,Egypt,Moderate,2026-05-19
U4151,Mass,Qatar,Moderate,2026-05-10
U4152,Mass,Egypt,Moderate,2026-07-03
